ldk;codigoperiodo;codigoine;dscautarquia;despesatotal;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;investimentosoutrosinvestimentosbensdecapital;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital
T1_1003;T1;1003;ANSIÃO;3408429,45;1380625,3;533184,53;735958,5;63794,28;47687,99;1725387,67;151307;338378,98;10424,51;1077192,89;148084,29;302416,48
T1_1601;T1;1601;ARCOS DE VALDEVEZ;4810977,04;2055895,32;1149996,36;718853,93;37234,08;149810,95;939874,05;47500;4660,16;717,55;552010,66;334985,68;1815207,67
T1_0601;T1;0601;ARGANIL;2519522,69;1365500,95;756948,49;423901,92;28923,26;155727,28;983780,99;93622;749554,23;2392,65;36538,57;101673,54;170240,75
T1_1801;T1;1801;ARMAMAR;2665325,79;1530772,61;662426,17;793553,23;59599,71;15193,5;910013,67;37025;573197,64;15644,66;253766,9;30379,47;224539,51
T1_0104;T1;0104;AROUCA;2820154,85;1934482,89;762073,62;1069238,31;2241,05;100929,91;456887,69;15000;339753,03;31279,88;30210,01;40644,77;428784,27
T1_0702;T1;0702;ARRAIOLOS;2155069,97;1379703,78;625363,78;543090,61;28380,42;182868,97;524925,32;0;81492,93;385617,5;0;57814,89;250440,87
T1_1202;T1;1202;ARRONCHES;946438,64;738307,22;393950,53;270754,51;3971,05;69631,13;131358,64;0;9800,6;849,79;1844;118864,25;76772,78
T1_1102;T1;1102;ARRUDA DOS VINHOS;3043660,5;1950259,44;841370,92;876514,35;32640,4;199733,77;403807,46;0;65809,51;23416,16;247690,15;66891,64;689593,6
T1_0105;T1;0105;AVEIRO;7710233,06;5390350,37;2444484;796875,56;743353,55;1405637,26;1489859,5;451521,76;106116,49;3364,6;114158,53;814698,12;830023,19
T1_1203;T1;1203;AVIS;1897447,91;1324562,91;812179,73;325181,97;20519,86;166681,35;396288,42;10355,65;5017,55;5790,78;169827,5;205296,94;176596,58
T1_1103;T1;1103;AZAMBUJA;2625325,87;1971231,01;1344371,27;426884,02;40828,13;159147,59;70613,42;0;19402,42;0;0;51211;583481,44
T1_1302;T1;1302;BAIÃO;2703792,34;1961137,44;1089524,61;703853,22;12994,82;154764,79;435028,48;22500;59804,42;8116;223602,15;121005,91;307626,42
T1_0302;T1;0302;BARCELOS;13945658,37;8512757,23;2926423,58;3765698,98;3379,28;1817255,39;2466504,77;135997,77;450775,4;10534,72;1578661,12;290535,76;2966396,37
T1_0204;T1;0204;BARRANCOS;925231,71;764940,74;444540,54;164901,16;15361,74;140137,3;58330,63;948,28;1182;0;3917,44;52282,91;101960,34
T1_1504;T1;1504;BARREIRO;7594804,77;5842119,53;3534920,88;1264104,47;82623,93;960470,25;309960,69;6781,26;108379,63;37190,7;88631,54;68977,56;1442724,55
T1_1004;T1;1004;BATALHA;2014531,36;1296030,78;412750,08;644935,34;1387,04;236958,32;694506,24;0;53714,13;216131,78;113133,98;311526,35;23994,34
T1_0205;T1;0205;BEJA;4584912,08;3127440,72;1858491,84;1103417,97;56448,44;109082,47;830120,18;0;405650,53;132385,55;137317,3;154766,8;627351,18
T1_0501;T1;0501;BELMONTE;1259126;850344,1;265899,32;472782,39;13706,86;97955,53;366235,82;0;80526,41;1315,53;242189,21;42204,67;42546,08
T1_1405;T1;1405;BENAVENTE;4047691,59;3563639,36;1495747,86;1535614,66;11817,17;520459,67;162419,93;0;6887,52;0;17709,06;137823,35;321632,3
T1_1005;T1;1005;BOMBARRAL;1977949,53;1170905,89;853024,39;230473,03;28092,32;59316,15;590672,55;2737,34;19407,77;415399,86;125484,62;27642,96;216371,09
T1_0703;T1;0703;BORBA;1618764,27;1282335,83;740058,86;417616,74;71530,23;53130;128733,47;0;34253,74;2916,17;604,98;90958,58;207694,97
T1_1702;T1;1702;BOTICAS;2303770,67;1115798,99;537549,08;361553,04;16972,44;199724,43;923454,33;4752,6;0;3222,19;160764,08;754715,46;264517,35
T1_0303;T1;0303;BRAGA;17217637,02;10601705,21;5963327,42;2877558,72;399647,19;1361171,88;277042,08;0;58227,52;0;75091,79;143722,77;6338889,73
T1_0402;T1;0402;BRAGANÇA;7365586,31;5586992,2;1582314,59;3568439,08;68322,85;367915,68;1081997,91;181481,15;174779,26;52585,55;303764,46;369387,49;696596,2
T1_0304;T1;0304;CABECEIRAS DE BASTO;3430400,25;1795856,57;977633,96;479639,28;37389,4;301193,93;1200796,07;209060,28;430584,32;52065,7;270041,56;239044,21;433747,61
T1_1104;T1;1104;CADAVAL;2019508,68;1478560,31;800494,94;502554,59;35182,66;140328,12;447039,54;20000;141369,56;35033,92;190830,35;59805,71;93908,83
T1_1006;T1;1006;CALDAS DA RAINHA;4541502,29;3616159,84;1103067,27;1974227,42;29930,27;508934,88;578821,15;10000;362570,08;0;71451,37;134799,7;346521,3
T1_3101;T1;3101;CALHETA (MADEIRA);2525408,21;1829516,9;486740,79;772099,84;35342,29;535333,98;469833,41;49500;0;17839,77;366131,96;36361,68;226057,9
T1_4501;T1;4501;CALHETA (SÃO JORGE);561548,72;398065,03;160828,89;123461,7;78792,99;34981,45;89859,01;0;0;0;51038,13;38820,88;73624,68
T1_3102;T1;3102;CÂMARA DE LOBOS;2655467,01;1466466,66;891616,35;363138,38;41128,45;170583,48;950020,51;0;31687,96;55191,68;834906,7;28234,17;238979,84
T1_1602;T1;1602;CAMINHA;3317242,19;2246620,51;1124796,59;1031551,4;22372,05;67900,47;909332,76;0;0;294493,1;529649,81;85189,85;161288,92
T1_1204;T1;1204;CAMPO MAIOR;1576814,18;1404968,5;806985,33;454086,29;2872,77;141024,11;131832,77;5997,24;21796,12;12322,97;39611,46;52104,98;40012,91
T1_0602;T1;0602;CANTANHEDE;3339969,15;2136967,76;1219381,7;578010,2;48351,01;291224,85;680940,15;45768,26;311863,77;408;195922,42;126977,7;522061,24
T1_0403;T1;0403;CARRAZEDA DE ANSIÃES;1861509,64;1389921,34;793789,45;265763,39;25089,6;305278,9;204089,75;6055,17;24626,4;0;154215,77;19192,41;267498,55
T1_1802;T1;1802;CARREGAL DO SAL;1445606,71;942615,56;452901,71;338170,05;14308,16;137235,64;391903,63;15174,6;309332,29;1031,18;34313,11;32052,45;111087,52
T1_1406;T1;1406;CARTAXO;4486158,5;2579788,82;1589175,19;531702,68;207930,43;250980,52;455521,98;29444,4;226959,41;16354,07;41256,75;141507,35;1450847,7
T1_1105;T1;1105;CASCAIS;37958328,23;27759676,55;7325334,03;11692063,58;112188,84;8630090,1;6358381,44;123615,05;1318190,06;1063271,02;2785624,19;1067681,12;3840270,24
T1_1007;T1;1007;CASTANHEIRA DE PÊRA;888873,12;639322,85;312438,59;224798,91;29733,16;72352,19;207147,18;73901,36;92716,91;2202,44;12665,46;25661,01;42403,09
T1_0502;T1;0502;CASTELO BRANCO;8665425,41;3785168,66;1587986,57;1479127,71;13981,35;704073,03;3248582,72;379305,23;694551,47;69329,43;1966292,08;139104,51;1631674,03
T1_0106;T1;0106;CASTELO DE PAIVA;6435877,51;1679463,02;712472,39;800448,18;41310,79;125231,66;541858,85;14366,13;20864,46;23912,37;441265,17;41450,72;4214555,64
T1_1205;T1;1205;CASTELO DE VIDE;1233803,45;940069,01;561957,88;339247,52;5428,74;33434,87;214808,57;181,95;108609,63;22231,16;36229,36;47556,47;78925,87
T1_1803;T1;1803;CASTRO DAIRE;3196197,61;2242431,34;923256,19;1146762,08;14877,42;157535,65;606438,26;0;128588,04;188225,14;188100,55;101524,53;347328,01
T1_0804;T1;0804;CASTRO MARIM;2240051,49;1884033,9;605800,05;787185,87;7479,9;483568,08;285678,49;16471,05;0;17308,66;40977,54;210921,24;70339,1
T1_0206;T1;0206;CASTRO VERDE;2575783,87;1690401,63;862600,53;552533,31;13951,55;261316,24;715915,35;0;21230,42;7644,45;372887,64;314152,84;169466,89
T1_0903;T1;0903;CELORICO DA BEIRA;1678298,83;1461675,44;983736,48;232474,86;30110,29;215353,81;115214,47;3750;9680,84;0;41082,17;60701,46;101408,92
T1_0305;T1;0305;CELORICO DE BASTO;10058245,4;2719216,31;1117596,03;1247809,17;168380,51;185430,6;6753550,54;319532,66;1423677,27;572946,14;3081545,21;1355849,26;585478,55
T1_1407;T1;1407;CHAMUSCA;2961518,02;1388296,64;689517,16;440830,18;48898,73;209050,57;485033,84;22418,76;31874,87;127777,01;161666,58;141296,62;1088187,54
T1_1703;T1;1703;CHAVES;7391894,28;3700802,99;1961318,17;1304970,86;135256,17;299257,79;2500335,41;1183,86;1089870,11;38608,23;1055641,1;315032,11;1190755,88
T1_1804;T1;1804;CINFÃES;2445669,03;1834219,19;957089,5;807198,3;924,85;69006,54;379613,51;4140,93;15304,48;13877,49;171585,88;174704,73;231836,33
T1_0603;T1;0603;COIMBRA;19692051,2;13148804,31;6229807,17;4363669,26;413732,47;2141595,41;3931005,91;576324,66;1648170,06;66029,12;525877,29;1114604,78;2612240,98
T1_0604;T1;0604;CONDEIXA-A-NOVA;2584624,44;1550784,17;712947,62;739863,07;21375,89;76597,59;885168,84;115582,58;57301,55;91000,29;150128,84;471155,58;148671,43
T1_1408;T1;1408;CONSTÂNCIA;1316300,01;888895,86;447579,5;357903,62;21007,05;62405,69;255767,09;15354;96228,86;21111,96;4577,33;118494,94;171637,06
T1_1409;T1;1409;CORUCHE;4358110,91;2629666,47;1383951,76;1000199,59;12656,27;232858,85;1464955,46;6403,65;218535,76;25371,13;251739,05;962905,87;263488,98
T1_4901;T1;4901;CORVO;837398,67;187964,27;124065,01;54820,28;4746,98;4332;617013,74;0;0;12769,51;507578,87;96665,36;32420,66
T1_0503;T1;0503;COVILHÃ;6569808,76;3916647,39;1516024,78;1564005,19;306024,89;530592,53;1678390,43;43504,03;476248,24;1432,5;763771,87;393433,79;974770,94
T1_1206;T1;1206;CRATO;1675102,69;1040622,21;462265,97;426028,26;15568,82;136759,16;554107,72;0;100624,28;17431,46;154781,17;281270,81;80372,76
T1_0207;T1;0207;CUBA;1203950,19;921571,21;497524,94;336047,91;9798,09;78200,27;226417,04;22500;27481,3;55422,49;60388,39;60624,86;55961,94
T1_1207;T1;1207;ELVAS;3027841,94;2580106,04;953025,11;1313059,27;11151,57;302870,09;373401,56;11779,34;24637,73;283,03;18900,33;317801,13;74334,34
T1_1410;T1;1410;ENTRONCAMENTO;3047511,02;2117521,11;1119609,17;887684,53;57450,88;52776,53;743867,22;14946,42;10503,98;35037,61;39976,2;643403,01;186122,69
T1_0107;T1;0107;ESPINHO;3822374,73;3353380,24;2053449,06;532432,65;16487,07;751011,46;167807,63;0;30056,34;18802,98;3267,87;115680,44;301186,86
T1_0306;T1;0306;ESPOSENDE;3900807,61;2823476,98;912531,29;1289815,43;44748,31;576381,95;550258,03;490;131278,95;919,44;177925,3;239644,34;527072,6
T1_0108;T1;0108;ESTARREJA;3269896,45;2286528,21;1037661,94;1021522;19376,85;207967,42;706508,92;48123,41;201664,24;236609,97;144505,54;75605,76;276859,32
T1_0704;T1;0704;ESTREMOZ;3143822,12;2251488,02;1065072,53;839837,15;57676,2;288902,14;709547,66;40000;31445,5;1542,65;590267,34;46292,17;182786,44
T1_0705;T1;0705;ÉVORA;9003598,26;6809325,46;4216390,38;1555425,7;550865,05;486644,33;303424,05;27175,1;18040,38;2336,43;117244,34;138627,8;1890848,75
T1_0307;T1;0307;FAFE;5431129,99;3614781,68;1762988,03;967831,93;61443,29;822518,43;529085,12;0;161753,8;28806,59;326541,17;11983,56;1287263,19
T1_0805;T1;0805;FARO;7044260,86;5833015,14;3207911,01;2185971,21;137931,34;301201,58;354770,94;105534;72359,57;0;79203,27;97674,1;856474,78
T1_1303;T1;1303;FELGUEIRAS;8039014,01;5283575,98;2610596,92;1979837,77;19880,92;673260,37;2487285,45;28750;1422395,54;111553,77;603388,31;321197,83;268152,58
T1_0208;T1;0208;FERREIRA DO ALENTEJO;2371806,96;1935915,57;1035026,15;652233,18;37928,81;210727,43;184087,85;0;109305,29;16027,4;8970,41;49784,75;251803,54
T1_1411;T1;1411;FERREIRA DO ZÊZERE;2759164,43;1044603,61;536645,12;413472,91;27462,7;67022,88;1613205,45;258316;1169881,1;822;86825,44;97360,91;101355,37
T1_0605;T1;0605;FIGUEIRA DA FOZ;5976896,46;4837444,97;2254438;1798206,91;205580,09;579219,97;286289,77;0;58598,52;107805,56;19412,31;100473,38;853161,72
T1_0904;T1;0904;FIGUEIRA DE CASTELO RODRIGO;1890114,57;1349882,85;444263,78;464936,41;33453,02;407229,64;202818,54;295;130119,5;4891,31;34065,31;33447,42;337413,18
T1_1008;T1;1008;FIGUEIRÓ DOS VINHOS;1334211,04;1051109,73;654539,49;292978,79;19620,88;83970,57;102681,72;0;25879,71;9433,98;43197,81;24170,22;180419,59
T1_0905;T1;0905;FORNOS DE ALGODRES;1273817,83;1086229,82;374650,67;409847;268255,88;33476,27;135025,43;0;83782,68;0;13259,32;37983,43;52562,58
T1_0404;T1;0404;FREIXO DE ESPADA À CINTA;2828941,61;1244184,95;634953,18;385435,48;65832,69;157963,6;1336769,06;52359,79;172988,02;0;233340,53;878080,72;247987,6
T1_1208;T1;1208;FRONTEIRA;1295010,32;793166,55;357470,31;348988,74;12625,3;74082,2;413870,28;0;61165,65;269357,4;0;83347,23;87973,49
T1_3103;T1;3103;FUNCHAL;15297622,01;12052072,6;6985444,59;3801621,2;247592,48;1017414,33;2070403,85;586059,45;133915,55;459987,09;436800,29;453641,47;1175145,56
T1_0504;T1;0504;FUNDÃO;5359379,56;2929766,67;1125361,06;1251956,66;393595,3;158853,65;1148991,39;695,43;134142,39;177209,89;626279,05;210664,63;1280621,5
T1_1209;T1;1209;GAVIÃO;960121,9;872651,63;483920,12;269265,04;4446,7;115019,77;78591,05;0;8820,27;36384,61;3045,3;30340,87;8879,22
T1_0606;T1;0606;GÓIS;1744538,42;1210031,64;612936,86;396042,93;18868,5;182183,35;392008,28;135000;31536,58;33678,86;46663,55;145129,29;142498,5
T1_1412;T1;1412;GOLEGÃ;1441480,31;1087942,12;529150,93;471743,15;14504,65;72543,39;314297,79;0;112221,41;12803;18134,67;171138,71;39240,4
T1_1304;T1;1304;GONDOMAR;20753212,22;11291136,86;5699680,26;3731078,31;149999,24;1710379,05;7856262,14;455242,48;5270293,5;130292,24;1226835,3;773598,62;1605813,22
T1_0906;T1;0906;GOUVEIA;2348873,22;1364157,02;627154,88;290531,57;36049,24;410421,33;720171,42;0;51826,82;13874,52;357956,17;296513,91;264544,78
T1_1505;T1;1505;GRÂNDOLA;4580452,31;3205900,72;2051150,37;875192,5;30807,9;248749,95;1148699,74;300000;132731,56;10144,32;200236,04;505587,82;225851,85
T1_0907;T1;0907;GUARDA;7583543,56;4819455,33;2242976,44;1711529,12;245953,35;618996,42;856828,12;169669,5;459210,67;661,71;88343,76;138942,48;1907260,11
T1_0308;T1;0308;GUIMARÃES;18857000,25;11474621,18;5346148,7;3999579,59;273976,92;1854915,97;5376676,03;67973,01;2271147,92;0;493633,68;2543921,42;2005703,04
T1_4701;T1;4701;HORTA;1691273,83;1374258,26;754732,7;356458,95;25966,33;237100,28;102653,15;0;0;0;9260;93393,15;214362,42
T1_0505;T1;0505;IDANHA-A-NOVA;3502646,68;2484648,52;983847,57;1346943,43;17803,28;136054,24;673275,94;8578,68;210422,05;405,35;227809,37;226060,49;344722,22
T1_0110;T1;0110;ÍLHAVO;5015753,32;3189127,3;1524587,79;1406497,59;102545,61;155496,31;1238502,32;179307;371493,09;95098,46;501819,03;90784,74;588123,7
T1_0806;T1;0806;LAGOA (ALGARVE);3949673,44;3346751,41;1577706,57;1257142,78;20847,32;491054,74;337487,87;15065,35;42974,63;112337,26;36733,95;130376,68;265434,16
T1_4201;T1;4201;LAGOA (SÃO MIGUEL);3942611,1;1163276,08;502438,85;246636,2;27251,32;386949,71;139409,38;3700;16586,76;8108,31;7546,2;103468,11;2639925,64
T1_0807;T1;0807;LAGOS;7435189,79;6430397,34;2799658,83;2091523,4;200497,29;1338717,82;466425,13;20903,21;174526,11;41550,22;56829,46;172616,13;538367,32
T1_4801;T1;4801;LAJES DAS FLORES;697087,55;435099,47;219028,73;203962,69;0;12108,05;254849,6;5465,04;91566,85;10738,95;55210,56;91868,2;7138,48
T1_4601;T1;4601;LAJES DO PICO;1178093,41;778536,65;321126,48;207274,31;100547,77;149588,09;42140,33;0;0;0;0;42140,33;357416,43
T1_1805;T1;1805;LAMEGO;8293498,59;3003907,31;1043657,74;1375874,33;53221,29;531153,95;4467420,55;10080,74;3755303,68;126896,66;275233,69;299905,78;822170,73
T1_1009;T1;1009;LEIRIA;12954536,19;8904629,28;2809458,43;3445323,53;250540,21;2399307,11;1811567,48;79462,09;743719,42;8944,91;563907,06;415534;2238339,43
T1_1106;T1;1106;LISBOA;113019479,2;91602020,58;55437645,04;20651939,1;1058528,52;14453907,92;8760020,19;138065,92;1194908,66;1136032,63;950658,68;5340354,3;12657438,39
T1_0808;T1;0808;LOULÉ;17223629,35;13261588,26;6538051,03;5356688,79;175680,91;1191167,53;2470033,97;61447;972260,63;516875,15;120783,15;798668,04;1492007,12
T1_1107;T1;1107;LOURES;17751994,3;14403989,62;8237623,32;2176066,41;253247,64;3737052,25;457757,94;14520,35;251568,69;39857,75;75142,31;76668,84;2890246,74
T1_1108;T1;1108;LOURINHÃ;6074159,51;3313867,53;1291255,28;1454485,55;136585,08;431541,62;2513527,54;1510;1944652,7;102570,66;383398,33;81395,85;246764,44
T1_0607;T1;0607;LOUSÃ;2923918,11;1907661,54;1004475,15;771820,36;23975,53;107390,5;863039,68;4689,16;54395,61;90258,68;434409,69;279286,54;153216,89
T1_1305;T1;1305;LOUSADA;7627245,25;5149837,54;2420460,25;2011870,63;41685,38;675821,28;1971502,86;0;594075,64;156468,95;1120366,48;100591,79;505904,85
T1_1413;T1;1413;MAÇÃO;2154837,44;1731758,65;710358,02;849632,58;8955,6;162812,45;348593,12;5696,65;100914,32;20591,28;136031,19;85359,68;74485,67
T1_0405;T1;0405;MACEDO DE CAVALEIROS;4720729,31;3051453,86;1148814,54;1337399,68;85943,33;479296,31;845447,13;49365,16;25727,62;80544,1;426246,64;263563,61;823828,32
T1_3104;T1;3104;MACHICO;4346052,98;1851292,4;913791,64;677700,73;101073,09;158726,94;2328858,62;0;10000;295,8;2237657,02;80905,8;165901,96
T1_4602;T1;4602;MADALENA;1560949,19;737219,82;384610,92;196852,07;8933,69;146823,14;691475,88;0;76200,15;302959,36;254325,38;57990,99;132253,49
T1_1109;T1;1109;MAFRA;11460490,06;9087265,62;3222683,87;4413367,1;31294,92;1419919,73;2121588,2;74056;592730,97;14486,26;76467,08;1363847,89;251636,24
T1_1306;T1;1306;MAIA;10262921,74;8686314,6;4269905,77;2872452,54;43221,33;1500734,96;1006394,31;122798;131792,73;0;179550,8;572252,78;570212,83
T1_1806;T1;1806;MANGUALDE;3282459,43;2173220,72;1138959,02;931626,3;41823,66;60811,74;845670,93;47814,25;30270,08;174472,89;569568,35;23545,36;263567,78
T1_0908;T1;0908;MANTEIGAS;1013938,55;642219,44;310608,76;262713,06;11203,94;57693,68;284169,38;2460;0;144,56;191034,29;90530,53;87549,73
T1_1307;T1;1307;MARCO DE CANAVESES;5130269,41;4130389,97;1560253,82;1693953,89;176559,21;699623,05;384238,28;1003,65;308202,1;0;53186,52;21846,01;615641,16
T1_1010;T1;1010;MARINHA GRANDE;3651863,86;2598620,9;1161914,75;1229560,88;17977,01;189168,26;841668,2;109335,43;9784,73;499419,58;8137,08;214991,38;211574,76
T1_1210;T1;1210;MARVÃO;1233239,75;745310,53;426197,98;252312,93;6182,49;60617,13;449084,36;12412,81;5310,46;43520,69;20214,17;367626,23;38844,86
T1_1308;T1;1308;MATOSINHOS;17446403,63;10750179,32;6772149,87;1466917,09;60716,89;2450395,47;4727075,69;267126,25;2986190,44;40449,07;400918,56;1032391,37;1969148,62
T1_0111;T1;0111;MEALHADA;2345914,87;1887515,3;1089893,27;659399,39;6369,46;131853,18;286506,05;197817,53;16729,39;33705,54;31708,14;6545,45;171893,52
T1_0909;T1;0909;MEDA;1923593,64;1326551,24;632637,37;471238,42;24098,84;198576,61;459717,4;0;0;10184,72;275074,44;174458,24;137325
T1_1603;T1;1603;MELGAÇO;4026925,71;2317434,59;1170266,34;786914,19;45786,66;314467,4;1370149,36;1895,5;97103,97;330286,74;423852,29;517010,86;339341,76
T1_0209;T1;0209;MÉRTOLA;3149954,77;2256593,31;1089754,41;813393,18;38985,07;314460,65;556785,35;77868,17;240221,48;93282,36;27725,89;117687,45;336576,11
T1_1704;T1;1704;MESÃO FRIO;1641024,47;817770,24;428381,74;220203,29;75875,02;93310,19;696045,04;76500;389356,48;1513,9;99545,64;129129,02;127209,19
T1_0608;T1;0608;MIRA;2082097,56;1591562,73;822916,57;689609,25;27493,31;51543,6;234104,1;0;0;32754,98;27124,48;174224,64;256430,73
T1_0609;T1;0609;MIRANDA DO CORVO;2017380,37;1062613,9;623620,9;351903,7;23063,75;64025,55;783386,06;0;412868,44;163474,6;30447,92;176595,1;171380,41
T1_0406;T1;0406;MIRANDA DO DOURO;2421978,81;1253672,15;789460,49;368946,95;11446,06;83818,65;1031998,28;0;162618,72;55937,75;787647,52;25794,29;136308,38
T1_0407;T1;0407;MIRANDELA;4547123,53;3289009,71;1634356,35;1151968,26;108272,73;394412,37;938745,71;1003,94;67153,94;326803,57;361001,26;182783;319368,11
T1_0408;T1;0408;MOGADOURO;3359479,75;1945914,54;614115,71;1168288,2;75871,02;87639,61;1065321,28;44318,99;486776,05;0;324645,7;209580,54;348243,93
T1_1807;T1;1807;MOIMENTA DA BEIRA;2389505,08;1273035,45;636377,48;441737,55;40612,46;154307,96;660986,11;242867,58;218010,06;31340,35;122494,77;46273,35;455483,52
T1_1506;T1;1506;MOITA;6547848,1;5038659,76;3047816,72;997399,88;37960,18;955482,98;1121189,68;6939,06;146159,23;470085,07;11376,88;486629,44;387998,66
T1_1604;T1;1604;MONÇÃO;4382451,07;2020962,43;1011633,38;669152,26;40512,79;299664;841207,43;174350,88;300460,15;71605,62;270936,87;23853,91;1520281,21
T1_0809;T1;0809;MONCHIQUE;1863434,25;1301396,43;770420,79;395530,28;30354,91;105090,45;278981,42;0;63389,36;18906,66;186187,38;10498,02;283056,4
