ldk;codigoperiodo;codigoine;dscautarquia;despesatotal;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;investimentosoutrosinvestimentosbensdecapital;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital
T2_0201;T2;0201;ALJUSTREL;5851644,94;3768243,01;1775546,44;1361143,89;41046,28;590506,4;1604627,93;825;787280,71;58935,8;412927,06;344659,36;478774
T2_1503;T2;1503;ALMADA;31298632,29;26566385,06;13969170,54;8685945,39;247247,64;3664021,49;2650458,28;800;528517,82;288614,55;149275,41;1683250,5;2081788,95
T2_0902;T2;0902;ALMEIDA;4201301,58;3395345,49;1280865,54;1311770,74;33873,64;768835,57;517653,94;8912,52;87528,27;26961,41;74192,25;320059,49;288302,15
T2_1403;T2;1403;ALMEIRIM;6876401,05;5748554,9;2178100,27;2773417,45;59859,59;737177,59;669796,39;12500;48875,81;74695,84;407978,25;125746,49;458049,76
T2_0202;T2;0202;ALMODÔVAR;5621476,04;3653764,77;1976109,61;1141733,04;23364,64;512557,48;1541527,35;0;161307,29;261870,32;379586,63;738763,11;426183,92
T2_1404;T2;1404;ALPIARÇA;3680089,09;2667158,64;1454514,93;773164,88;160654,99;278823,84;630663,76;0;2329,81;92899,15;4181,3;531253,5;382266,69
T2_1201;T2;1201;ALTER DO CHÃO;2704557,95;2127541,7;1357103,74;610456,33;10260,15;149721,48;404905,29;23966;150979,49;0;47120,39;182839,41;172110,96
T2_1002;T2;1002;ALVAIÁZERE;6001024;2458428,81;810202,92;1461860,39;50643,32;135722,18;3251018,38;50000;871890,13;164944,04;508512,63;1655671,58;291576,81
T2_0203;T2;0203;ALVITO;1820145,99;1655516,01;1061149,63;368003,52;3772,22;222590,64;69622,64;0;0;15532,92;9930,98;44158,74;95007,34
T2_1115;T2;1115;AMADORA;34812097,98;30555469,06;13910824,75;12174430,88;77950,61;4392262,82;1978891,77;338895,42;332781,57;602891,8;358884,46;345438,52;2277737,15
T2_1301;T2;1301;AMARANTE;14966017,1;10932984,88;5082513,18;4684865,79;86107,98;1079497,93;2331946,21;17663,03;885410,99;98253,07;620819;709800,12;1701086,01
T2_0301;T2;0301;AMARES;6625945,57;3703327,09;1983830,56;1174589,05;88886,44;456021,04;1634304,01;20000;675669,59;222586,79;605847,25;110200,38;1288314,47
T2_0103;T2;0103;ANADIA;10484617,72;5252011,93;2111841,11;2633139,36;56000,89;451030,57;4554238,32;26514,5;1255795,69;1123082,96;1342855,14;805990,03;678367,47
T2_4301;T2;4301;ANGRA DO HEROÍSMO;6764354,8;4809312,7;2424273,36;1098318,08;44221,29;1242499,97;817341,9;107214,7;55009,22;0;538137,63;116980,35;1137700,2
T2_1003;T2;1003;ANSIÃO;8836748,29;5188671,85;1197415,92;3350926,71;205151,68;435177,54;2837321,97;3357;498178,11;918043,92;1044502,25;373240,69;810754,47
T2_1601;T2;1601;ARCOS DE VALDEVEZ;9384000,1;5863894,44;2561324,21;2488006,79;28130,28;786433,16;2135119,88;151307,16;461309,84;87181,09;1130694,77;304627,02;1384985,78
T2_0601;T2;0601;ARGANIL;4364864,54;3170523,45;1670902,9;1158984,56;48276,6;292359,39;610955,46;22878;291308,88;2961,03;183980,45;109827,1;583385,63
T2_1801;T2;1801;ARMAMAR;5126213,51;3549799,8;1451356,66;1695250,52;175096,77;228095,85;622385,17;28056;76637,03;38781,6;315627,4;163283,14;954028,54
T2_0104;T2;0104;AROUCA;6817513,32;4729090,17;1745965,16;2284997,74;47676,33;650450,94;1433665,96;44052,56;452627,31;55114,62;466857,28;415014,19;654757,19
T2_0702;T2;0702;ARRAIOLOS;4308738,8;2948101,45;1430052,38;1030513,8;27335,46;460199,81;760677,38;0;36109,51;147510,75;0;577057,12;599959,97
T2_1202;T2;1202;ARRONCHES;2213640,66;1716880,04;889171,61;591128,53;5577,21;231002,69;320737,12;44834,31;23516,19;7801,3;39742,38;204842,94;176023,5
T2_1102;T2;1102;ARRUDA DOS VINHOS;7766745,29;6219291,22;1986118,9;3755968,39;73196,65;404007,28;823589,63;0;449857,56;46508,05;240833,02;86391;723864,44
T2_0105;T2;0105;AVEIRO;20061496,11;12220887,41;5432160,28;3148714,33;913836,91;2726175,89;3196538,97;841165,28;642755,87;342506,36;308080,31;1062031,15;4644069,73
T2_1203;T2;1203;AVIS;3811183,28;2754933,53;1770027,83;702093,55;38568,26;244243,89;567582,35;0;10548,49;34857,45;78284,51;443891,9;488667,4
T2_1103;T2;1103;AZAMBUJA;8919049,95;6868468,12;2847938,19;3042267,43;595288,37;382974,13;543052,72;498,8;31853,15;287571,01;161170,49;61959,27;1507529,11
T2_1302;T2;1302;BAIÃO;7800474,12;5248560,83;2677414,23;2144327,13;32164,51;394654,96;1911303,47;206824,72;683339,73;475467,89;422792,39;122878,74;640609,82
T2_0302;T2;0302;BARCELOS;26987994,55;17498061,8;6971325,28;6775942,04;78886,62;3671907,86;4500473,45;144903,15;2210213,4;120113,42;348508,05;1676735,43;4989459,3
T2_0204;T2;0204;BARRANCOS;1906750,54;1505647,69;1011013,51;211667,15;39243;243724,03;175263,34;1127,5;21813,45;0;17465,32;134857,07;225839,51
T2_1504;T2;1504;BARREIRO;25823267,33;19583324,4;9419585,47;8133144,41;60996,69;1969597,83;4645361,61;27056,06;568990,86;1871816,79;870978,87;1306519,03;1594581,32
T2_1004;T2;1004;BATALHA;4649232,61;3615833,07;940950,68;2249023,16;7000,44;418858,79;990745,17;64090;610267,95;10761,66;229546,58;76078,98;42654,37
T2_0205;T2;0205;BEJA;10381099,33;8328714,62;4300818,88;2813563,68;48705,54;1165626,52;1241571,04;2558,83;127056,42;9864,19;242228,56;859863,04;810813,67
T2_0501;T2;0501;BELMONTE;3221814,03;1791481,43;528675,39;1014603,07;15416,07;232786,9;1165616,45;0;890108,55;1168,5;201788,03;72551,37;264716,15
T2_1405;T2;1405;BENAVENTE;7602240,8;6445947,06;3182903,19;2495949,51;11735,23;755359,13;247154,99;37193,21;177850,33;2182,61;18653,24;11275,6;909138,75
T2_1005;T2;1005;BOMBARRAL;5092549,31;3583248,1;1676283,57;1671555,51;92893,18;142515,84;1074556,88;0;775720,49;111766,97;52396,55;134672,87;434744,33
T2_0703;T2;0703;BORBA;7643888,22;2947486,2;1645396,85;1052654,03;80971,3;168464,02;4438181,64;28036,3;3005701,63;315453,69;265956,38;823033,64;258220,38
T2_1702;T2;1702;BOTICAS;3199064,5;2363582,51;1171239,96;1003822,85;19734,36;168785,34;441836,06;26368,27;0;124735,55;48734,23;241998,01;393645,93
T2_0303;T2;0303;BRAGA;45631994,54;31290302,69;13589451,49;8354650,88;348575,81;8997624,51;8899437,65;0;4722441,03;0;1135322,44;3041674,18;5442254,2
T2_0402;T2;0402;BRAGANÇA;17718361,91;9684244,49;3485821,54;5333452,49;86061,32;778909,14;5508302,88;52234,77;4175107,79;282691,35;70563,88;927705,09;2525814,54
T2_0304;T2;0304;CABECEIRAS DE BASTO;7740560,27;3787586,3;2547124,3;748310,48;53984,63;438166,89;2755439,19;253629,1;1046680,86;344232,83;948823,7;162072,7;1197534,78
T2_1104;T2;1104;CADAVAL;4600579,49;4103592,06;1888388,32;1908427,78;31093,36;275682,6;356083,29;6600;23766,97;18951,24;236760,93;70004,15;140904,14
T2_1006;T2;1006;CALDAS DA RAINHA;9868964,28;7623278,15;2605990,43;3721716,22;34860,81;1260710,69;1515277,72;80000;29457,35;0;1137924,79;267895,58;730408,41
T2_3101;T2;3101;CALHETA (MADEIRA);8325117,36;3338805,63;1196980,11;1151674,4;745589,32;244561,8;4387001,95;0;4633,34;32391,59;4165906,78;184070,24;599309,78
T2_4501;T2;4501;CALHETA (SÃO JORGE);2022545,33;1328811,48;924781,22;275730,42;87644,75;40655,09;198109,1;0;0;21836,52;53237,35;123035,23;495624,75
T2_3102;T2;3102;CÂMARA DE LOBOS;10533416,05;4647145,64;1855289,68;2369737,27;69176,7;352941,99;5173418,62;110542,46;259703,73;193670,96;4430283,36;179218,11;712851,79
T2_1602;T2;1602;CAMINHA;10232677,2;8432421,88;2512926,64;5178577,56;339604,99;401312,69;1386473,08;0;520357,97;186589,61;465487,96;214037,54;413782,24
T2_1204;T2;1204;CAMPO MAIOR;3819724,81;3171875,91;1724880,82;1026687,49;32541,02;387766,58;619176,31;9103,08;268459,47;8857,98;132029,81;200725,97;28672,59
T2_0602;T2;0602;CANTANHEDE;8960971,1;5572468,71;2478465,95;1681755,02;184750,02;1227497,72;1522997,58;195640,49;496533,43;5326,24;441843,05;383654,37;1865504,81
T2_0403;T2;0403;CARRAZEDA DE ANSIÃES;3412416,23;2283240,56;1266495;654908,3;22410,94;339426,32;651148,34;21348,04;373526,58;0;146179,98;110093,74;478027,33
T2_1802;T2;1802;CARREGAL DO SAL;3282603,97;2395327,25;1011145,88;968851,55;23768,46;391561,36;502177,81;23750;17008,91;35157,78;384719;41542,12;385098,91
T2_1406;T2;1406;CARTAXO;6748296,93;4336970,32;3037261,45;963273,89;75938,93;260496,05;1798124,91;0;1105984,11;2467,89;1464,21;688208,7;613201,7
T2_1105;T2;1105;CASCAIS;63990618,96;54026575,06;16510424,75;25644100,16;353555,32;11518494,83;7158516,42;40444,98;1985688,56;6251,14;2894698,27;2231433,47;2805527,48
T2_1007;T2;1007;CASTANHEIRA DE PÊRA;1716798,74;1455155,93;735896,57;402592,54;147845,91;168820,91;113644,37;24859,38;44913,48;0;10228,67;33642,84;147998,44
T2_0502;T2;0502;CASTELO BRANCO;19618788,78;8608064,71;3544537,76;3527532,39;5410,87;1530583,69;8474919,83;1074294,88;3987414;258902,75;1906580,53;1247727,67;2535804,24
T2_0106;T2;0106;CASTELO DE PAIVA;4137159,12;3662308,55;1649510,16;1431221,74;151664,81;429911,84;303827,47;6203,46;1768,93;15407,75;172658,61;107788,72;171023,1
T2_1205;T2;1205;CASTELO DE VIDE;2820109,48;2128798,8;1251640,58;712884,97;2509,49;161763,76;556186,96;1664,81;21310,16;139883,39;72780,75;320547,85;135123,72
T2_1803;T2;1803;CASTRO DAIRE;6657386,53;5208487,79;2309843,54;2391115,7;57419,67;450108,88;993977,2;22591,65;92128,24;69801,61;656875,48;152580,22;454921,54
T2_0804;T2;0804;CASTRO MARIM;4652708,38;4092506,83;1386823,45;2287452,71;13886,82;404343,85;366983,5;28572,28;10618,43;26198,16;54315,56;247279,07;193218,05
T2_0206;T2;0206;CASTRO VERDE;4609398,41;3852005,93;1945895,8;1284301,41;24509,83;597298,89;391284,36;8728,11;15373,8;21887,78;188941,01;156353,66;366108,12
T2_0903;T2;0903;CELORICO DA BEIRA;4048108,4;3180456,21;1722468,96;968344,97;72336,67;417305,61;596056,3;16000;354579,98;0;97317,28;128159,04;271595,89
T2_0305;T2;0305;CELORICO DE BASTO;8107136,3;5217726,53;2449257,54;2083315,6;256592,58;428560,81;2223634,58;39693,33;57445,56;973,22;1776158,91;349363,56;665775,19
T2_1407;T2;1407;CHAMUSCA;9327034,64;4469754,8;1783536,71;2080116,41;92891,31;513210,37;3360398,01;139512,42;381334,53;1142315,92;1110248,03;586987,11;1496881,83
T2_1703;T2;1703;CHAVES;20219005,38;13114984,69;4828826,44;7025720,9;479064,1;781373,25;4933024,8;35460,46;665998,96;601125,97;1580944,18;2049495,23;2170995,89
T2_1804;T2;1804;CINFÃES;6940905,74;4725668,42;2137022,83;1885641,87;9528,08;693475,64;1832059,29;95286,17;457025,29;154430,43;97315,99;1028001,41;383178,03
T2_0603;T2;0603;COIMBRA;39271145,23;30573287,66;13757497,89;9304801,86;360115,52;7150872,39;5449091,36;829335,2;477805,46;0;302040,6;3839910,1;3248766,21
T2_0604;T2;0604;CONDEIXA-A-NOVA;5644949,2;4019766,47;1713021,82;2018215,71;22318,74;266210,2;1202212,08;0;165768,42;59296,71;201049,78;776097,17;422970,65
T2_1408;T2;1408;CONSTÂNCIA;3129971,28;2074552,94;1088027,23;790847,69;31754,13;163923,89;589563,97;40777,88;298463,68;23030,7;83070,44;144221,27;465854,37
T2_1409;T2;1409;CORUCHE;6546847,08;5528290,4;3104734,94;1789016,91;24130,03;610408,52;759825,42;5035;70327,21;9105,9;429667,87;245689,44;258731,26
T2_4901;T2;4901;CORVO;1142371,82;400761,17;267685,89;119844,92;3492,11;9738,25;661334,31;0;300;305289,57;186283,69;169461,05;80276,34
T2_0503;T2;0503;COVILHÃ;17102702,78;8444350,9;2983062,6;3539607,81;318903,73;1602776,76;5082262,23;365699,24;1387557,52;80191,05;1888348,88;1360465,54;3576089,65
T2_1206;T2;1206;CRATO;3464613,13;2359786,28;1054904,65;980995,13;28004,78;295881,72;885915,17;57049,99;20920,86;61369,02;35314,04;711261,26;218911,68
T2_0207;T2;0207;CUBA;2437385,04;2024130,65;1050672,83;668622,35;15977,26;288858,21;269009,46;0;13032,04;41357,96;146591,69;68027,77;144244,93
T2_1207;T2;1207;ELVAS;12900935,39;8422160,5;2953457,42;4133976,5;6014,46;1328712,12;4404986,32;750990,53;592001,42;2344,29;2378825,04;680825,04;73788,57
T2_1410;T2;1410;ENTRONCAMENTO;8915992,16;6478676,83;2898257,68;2980633,86;169193,69;430591,6;1936562,9;0;181492,94;823044,43;175809,61;756215,92;500752,43
T2_0107;T2;0107;ESPINHO;21502410,38;11511543,5;5922545,56;3157558,22;55607,46;2375832,26;9119413,76;549868,09;4642020,71;365716,06;1002496,02;2559312,88;871453,12
T2_0306;T2;0306;ESPOSENDE;8474240,67;5231047,41;2071425,35;1936736,49;46548,31;1176337,26;1989839,55;75000;384979,32;24565,5;1138089,83;367204,9;1253353,71
T2_0108;T2;0108;ESTARREJA;8150040,83;4936975,9;2382851,13;1998339,73;24812,44;530972,6;2715821,95;97284,05;1236948,38;177060,79;606206,84;598321,89;497242,98
T2_0704;T2;0704;ESTREMOZ;8979966,63;5511097,37;2219789,13;2473382,96;120683,55;697241,73;2870905,87;0;724858,77;15556,01;86314,27;2044176,82;597963,39
T2_0705;T2;0705;ÉVORA;18804268,89;13418170,77;9132397,29;2757360,33;720301,6;808111,55;356015,72;42474,31;57416,37;4594,57;58101,98;193428,49;5030082,4
T2_0307;T2;0307;FAFE;12424068,54;8569227,8;4110688,33;2591020,76;31599,11;1835919,6;1612424,85;0;299197,84;249193,45;860327,78;203705,78;2242415,89
T2_0805;T2;0805;FARO;11888881,15;9473146,94;6881483,61;2018990,49;185770,43;386902,41;638154,11;2715;456041,41;0;56716,52;122681,18;1777580,1
T2_1303;T2;1303;FELGUEIRAS;15486829,81;11998655,69;5539688,28;4244671,51;34468,86;2179827,04;2611260,89;347550;877109,14;493696,65;233224,03;659681,07;876913,23
T2_0208;T2;0208;FERREIRA DO ALENTEJO;5310007,52;4092114,84;2264589,63;1393464,5;41546,42;392514,29;636882,86;10462,5;260558,65;37224,44;9505,76;319131,51;581009,82
T2_1411;T2;1411;FERREIRA DO ZÊZERE;3844972,41;2952142,21;1141145,71;1582481,67;70702,78;157812,05;583727,94;0;52088,82;68263,54;403124,52;60251,06;309102,26
T2_0605;T2;0605;FIGUEIRA DA FOZ;17271296,9;10474916,81;4961567,25;3609493,23;808710,63;1095145,7;3951695,07;0;1932997,31;0;73896,18;1944801,58;2844685,02
T2_0904;T2;0904;FIGUEIRA DE CASTELO RODRIGO;4023541,17;3251072,9;1084270,69;1386249,72;97624,36;682928,13;163684,77;10062,13;93513,58;34692,91;4942,14;20474,01;608783,5
T2_1008;T2;1008;FIGUEIRÓ DOS VINHOS;3117604,73;2442322,8;1466585,45;672715,61;132502,01;170519,73;168890,54;25505,1;3141,3;0;12016,19;128227,95;506391,39
T2_0905;T2;0905;FORNOS DE ALGODRES;3559763,47;2679492,94;903276,8;1296321,93;415360,42;64533,79;263081,58;0;188569,72;12300;57906,86;4305;617188,95
T2_0404;T2;0404;FREIXO DE ESPADA À CINTA;3808154,83;2383080,05;1399785,22;688259,72;94579,89;200455,22;946066,24;0;307618,83;0;362842,58;275604,83;479008,54
T2_1208;T2;1208;FRONTEIRA;2716496,91;1748532,15;831155,52;781971,62;11243,84;124161,17;743569,26;0;1986,45;3025,8;573812,79;164744,22;224395,5
T2_3103;T2;3103;FUNCHAL;60013829,56;43980146,56;15638290,16;25620836,87;383220,01;2337799,52;12614431,27;373767,53;1105327,65;4361615,61;3639158,58;3134561,9;3419251,73
T2_0504;T2;0504;FUNDÃO;42029579,1;12543278,14;3125864,32;7768714,04;824599,84;824099,94;24197392,8;1395,06;3622844,69;6232240,08;11183566,26;3157346,71;5288908,16
T2_1209;T2;1209;GAVIÃO;2444420,34;1905446,96;1035361,55;605390,17;7464,77;257230,47;364813,5;15500,63;9712,4;125877,52;15635,04;198087,91;174159,88
T2_0606;T2;0606;GÓIS;3626678,22;2572694,45;1441046,98;849845,63;26013;255788,84;648678,04;748,2;212989,28;19956;325658,36;89326,2;405305,73
T2_1412;T2;1412;GOLEGÃ;3482732,15;2225802,93;1131417,26;903391,72;7681,72;183312,23;1160414,24;7165,12;61824,36;33659,89;126276,51;931488,36;96514,98
T2_1304;T2;1304;GONDOMAR;31428926,93;25295349,11;12891494,05;8943488,9;199540,53;3260825,63;3796779,34;373698,03;1135648,43;155802,32;1863793;267837,56;2336798,48
T2_0906;T2;0906;GOUVEIA;6466673,82;3820509,9;1451320,85;1661773,48;35264,89;672150,68;1949178,87;41038,57;2298,05;26403,35;1359215,2;520223,7;696985,05
T2_1505;T2;1505;GRÂNDOLA;9938394,3;7449146,81;4650086,76;1938428,33;87006,43;773625,29;1930107,3;7851,7;76817,37;159241,4;1338132,96;348063,87;559140,19
T2_0907;T2;0907;GUARDA;23505248,97;13193328,95;4902699,17;4837424,76;1311283,45;2141921,57;4554919,23;259959,46;1179298,3;121409,43;2474113,45;520138,59;5757000,79
T2_0308;T2;0308;GUIMARÃES;31716828,32;25711635,77;12466203,28;7279296,1;420092,67;5546043,72;2407146,53;385453,08;271164,58;0;922602,23;827926,64;3598046,02
T2_4701;T2;4701;HORTA;4267374,03;2978311,9;1713927,02;852163,85;49681,36;362539,67;640169,97;0;0;8678,04;416792,19;214699,74;648892,16
T2_0505;T2;0505;IDANHA-A-NOVA;7603595,22;5559078,5;2201402,61;2853288,91;16341,75;488045,23;1041708,79;0;351145,25;26295,46;242696,3;421571,78;1002807,93
T2_0110;T2;0110;ÍLHAVO;12551801,04;8144043,91;2743953,69;4187169,03;898644,48;314276,71;2783546,27;223479,35;823577,38;344173,98;714272,03;678043,53;1624210,86
T2_0806;T2;0806;LAGOA (ALGARVE);12984291,03;12071572,53;3559184,18;7080197,14;332356,9;1099834,31;497360,78;0;130802,98;136477,02;50257,8;179822,98;415357,72
T2_4201;T2;4201;LAGOA (SÃO MIGUEL);5153003,91;2783558,7;1177591,63;918533,39;53850,26;633583,42;1487797;0;106512,34;878096,5;86118,2;417069,96;881648,21
T2_0807;T2;0807;LAGOS;23837499,05;19939873,83;5929385,72;9576211,77;378968,18;4055308,16;2251565,88;399871,29;306329,44;159954,59;1007252,17;378158,39;1646059,34
T2_4801;T2;4801;LAJES DAS FLORES;2279648,04;936557,68;551392,15;371207,81;0;13957,72;1298388,17;1378,4;43960,77;116497,04;761139,98;375411,98;44702,19
T2_4601;T2;4601;LAJES DO PICO;4769319,65;1593981,91;832817,03;474275,42;109220,29;177669,17;2563757,34;10500;1756264,55;29590,6;666831,51;100570,68;611580,4
T2_1805;T2;1805;LAMEGO;21708975,41;12624443,72;2148948,47;8665066,06;844971,91;965457,28;6327054,62;220512,3;2041454,15;476161,29;3435199,94;153726,94;2757477,07
T2_1009;T2;1009;LEIRIA;24789798,12;18980100,32;6281781,97;7926978,46;150496,96;4620842,93;1381415,62;1168,5;535439,82;12775,54;641011,62;191020,14;4428282,18
T2_1106;T2;1106;LISBOA;234123722,6;195036223,3;119648319,4;51845969,12;1413545,19;22128389,68;21544794,75;3503730,29;5264820,82;2124731,64;2564243,24;8087268,76;17542704,53
T2_0808;T2;0808;LOULÉ;48752548,59;33893935,84;13518620,38;16834875,28;1056165,18;2484275;9245333,68;174277,6;1564781,59;3898230,63;2886166,12;721877,74;5613279,07
T2_1107;T2;1107;LOURES;48269753,67;42419418,67;19857214,27;14138783,64;941267,3;7482153,46;1363063,47;71710,04;122537,49;129385,07;451818,51;587612,36;4487271,53
T2_1108;T2;1108;LOURINHÃ;9760691,22;7690353,1;2971034,87;3460154,15;116151,06;1143013,02;1187539,67;645,75;109832,5;93327,55;851610;132123,87;882798,45
T2_0607;T2;0607;LOUSÃ;6747686,75;5179288,2;2250245,95;2569075,67;63882,32;296084,26;1195173,27;10039,46;204297,59;94034,74;292709,01;594092,47;373225,28
T2_1305;T2;1305;LOUSADA;12576874,44;9585172,16;5352151,98;3336151,44;114415,69;782453,05;1938498,59;39026,32;717620,51;384782,85;613412,73;183656,18;1053203,69
T2_1413;T2;1413;MAÇÃO;4372805,54;3535611,6;1580375,25;1657224,4;26130,83;271881,12;722545,95;0;160627,92;41762,94;356068,11;164086,98;114647,99
T2_0405;T2;0405;MACEDO DE CAVALEIROS;9083594,25;6187102,33;2468750,86;2715439,22;76464,93;926447,32;1539053,13;34697,37;20530,08;146507,31;1192529,91;144788,46;1357438,79
T2_3104;T2;3104;MACHICO;5284696,17;3244281,22;1928955,5;885817,07;246921,2;182587,45;1279804,82;0;8136,79;197843,27;661990,49;411834,27;760610,13
T2_4602;T2;4602;MADALENA;2656263,29;1737042,31;1070085,6;454493,63;12004,64;200458,44;574187,11;0;111168,43;36733,59;290907,03;135378,06;345033,87
T2_1109;T2;1109;MAFRA;25321529,55;17646388,26;7458079,97;8165851,53;69638,44;1952818,32;6542316,62;4620;825502,38;171005,22;1325603,49;4215585,53;1132824,67
T2_1306;T2;1306;MAIA;26169347,65;19647830,3;9997463,26;6395296,54;560713,94;2694356,56;2212002,86;75000;550557,88;54559,26;698406,77;833478,95;4309514,49
T2_1806;T2;1806;MANGUALDE;12062592,45;5625336,17;2265085,52;3087528,23;108164,74;164557,68;5711154,68;124478,46;485122,37;1694781,42;3055018,92;351753,51;726101,6
T2_0908;T2;0908;MANTEIGAS;2649852,63;1602048,92;717922,96;640091,4;10681,48;233353,08;796083,78;12908,99;0;13071,56;166466,08;603637,15;251719,93
T2_1307;T2;1307;MARCO DE CANAVESES;12392174,48;8673172,84;3556719,84;3580588,36;176224,03;1359640,61;2123765,04;117242,31;226808,49;241397,87;233080,5;1305235,87;1595236,6
T2_1010;T2;1010;MARINHA GRANDE;8844152,45;6138938,47;2648882,96;2568137,8;13045,45;908872,26;2164036,3;345263,63;1344417,94;101522,73;69180,05;303651,95;541177,68
T2_1210;T2;1210;MARVÃO;1960991,75;1392942,89;773848,92;505821,39;5083,69;108188,89;428582,51;93551,98;67370,37;120984,8;88870,45;57804,91;139466,35
T2_1308;T2;1308;MATOSINHOS;45044259,98;34770804,74;15516024,3;14081310,45;359845,54;4813624,45;6691283,34;1882115,64;1067911,36;188468,23;2550737,99;1002050,12;3582171,9
T2_0111;T2;0111;MEALHADA;5689868,38;4143205,7;2407911,57;1517992,28;9257,21;208044,64;1150067,5;45038,67;340967,45;55003,41;675492,72;33565,25;396595,18
T2_0909;T2;0909;MEDA;3279947,3;2777319,2;1410579,03;999516,01;76216,89;291007,27;307516,87;1500;10713,4;3013,84;244260,72;48028,91;195111,23
T2_1603;T2;1603;MELGAÇO;9477734,06;4775597,73;2509168,14;1686406,61;156034,11;423988,87;4028899,17;17279,47;2285039,34;661028,47;774058,6;291493,29;673237,16
T2_0209;T2;0209;MÉRTOLA;6318676,74;4639666,16;2385347,31;1707212,33;30361,61;516744,91;1066302,95;10397,32;11637,13;351875,54;304326,98;388065,98;612707,63
T2_1704;T2;1704;MESÃO FRIO;2782416,12;1672316,54;968460,37;470734,68;115353,5;117767,99;865320,6;2999,09;521710,8;8977,92;250533,92;81098,87;244778,98
T2_0608;T2;0608;MIRA;4322615,77;3633321,28;1641370,58;1792794,94;31616,59;167539,17;397422,73;13505,78;225492,12;37896,52;24641,47;95886,84;291871,76
T2_0609;T2;0609;MIRANDA DO CORVO;4782775,98;3065584,15;1472861,14;1429228,96;42947,93;120546,12;1355577,98;82468,72;27582,71;166903,23;189205,01;889418,31;361613,85
T2_0406;T2;0406;MIRANDA DO DOURO;8596245,91;6018708,27;1708148,3;3737334,8;271292,83;301932,34;2009885,07;156321,26;145828,45;466431,18;935132,04;306172,14;567652,57
T2_0407;T2;0407;MIRANDELA;17103354,99;13486008,47;3523164,54;6762224,9;725306,52;2475312,51;2489192,48;31163,07;294982,49;508042,8;1166688,98;488315,14;1128154,04
T2_0408;T2;0408;MOGADOURO;5199571,44;3917038,86;1353167,36;2282109,33;24354,39;257407,78;539634,22;40010;0;47917,1;281636,19;170070,93;742898,36
T2_1807;T2;1807;MOIMENTA DA BEIRA;5611784,71;3116917,92;1469260,96;1183470,21;81901,12;382285,63;1345921,12;57329,6;831619,9;76661,21;228074,45;152235,96;1148945,67
T2_1506;T2;1506;MOITA;14380629,18;12087321,72;7228081,43;3441729,81;94837,6;1322672,88;837809,06;181,15;49745,66;70526,07;95031,4;622324,78;1455498,4
T2_1604;T2;1604;MONÇÃO;7615629,48;4521201,74;2382473,32;1551673,97;76068,93;510985,52;1513470,85;0;283221,07;501078,1;297026,47;432145,21;1580956,89
T2_0809;T2;0809;MONCHIQUE;4744379,27;3185944,83;1852331,66;899184,68;29505,95;404922,54;774887,98;55595,58;108615,36;67297,33;412033,65;131346,06;783546,46
T2_1705;T2;1705;MONDIM DE BASTO;4563157,4;2498001,15;1419756,02;721989,73;185648,47;170606,93;190132,57;1426,8;4710,72;2612,14;84580,53;96802,38;1875023,68
T2_1211;T2;1211;MONFORTE;3259335,95;2228307,58;1386400,22;630103,73;38934,03;172869,6;428616,55;796,05;17933,14;0;362695,72;47191,64;602411,82
T2_1706;T2;1706;MONTALEGRE;7545130,92;4745968,9;2170918,31;1917820,3;21387,96;635842,33;1456676,45;308237,97;382922,04;317239,44;345940,44;102336,56;1342485,57
T2_0706;T2;0706;MONTEMOR-O-NOVO;8550160,9;5890708,45;3245142,91;1924032,63;30577,82;690955,09;2231545,92;31888,99;595012,38;56912,24;669705,69;878026,62;427906,53
T2_0610;T2;0610;MONTEMOR-O-VELHO;7695093,91;4864363,95;2174813,49;1939581,97;498406,15;251562,34;1972237,37;93507,5;244298,5;605688,55;930999,99;97742,83;858492,59
T2_1507;T2;1507;MONTIJO;12840014,53;11338051,37;6703935,58;3541175,33;73055,67;1019884,79;428646,66;2175,45;122875,91;19788,42;76100,45;207706,43;1073316,5
T2_0707;T2;0707;MORA;3161526,45;2443092,59;1182584,32;758199,32;15533,96;486774,99;536145,47;3690;24539,51;20091,25;135244,8;352579,91;182288,39
T2_1808;T2;1808;MORTÁGUA;4982013,69;2452998,42;1257857,84;704266,39;22569,46;468304,73;1931112,54;70499,41;101806,89;170884,55;1532770,81;55150,88;597902,73
T2_0210;T2;0210;MOURA;8402454,52;5819065,71;3037517,42;2160148,94;65393,21;556006,14;1614978,48;32682,75;0;131088,58;299017,89;1152189,26;968410,33
T2_0708;T2;0708;MOURÃO;3043504,65;2547334,87;1445543,01;609048,95;97368,25;395374,66;129919,21;0;0;15285,06;83961,65;30672,5;366250,57
T2_1707;T2;1707;MURÇA;3814768,31;2504223,85;1222156,86;891932,54;220293,64;169840,81;183057,7;8250;0;13830,34;122731,76;38245,6;1127486,76
T2_0112;T2;0112;MURTOSA;2976781,31;1614824,98;773060,05;606046,73;4666,37;231051,83;1246208,83;62269,17;76724,38;0;332452,02;774763,26;115747,5
T2_1011;T2;1011;NAZARÉ;5610883,34;4393157,51;1988788,48;1194440,94;257078,75;952849,34;756352,26;66173,81;239366,84;44944,52;149903,35;255963,74;461373,57
