ldk;codigoperiodo;codigoine;dscautarquia;despesatotal;despesacorrente;despesacompessoal;despesaaquisicaobens;jurosencargos;transferenciascorrentes;investimentosoutrosinvestimentosbensdecapital;terrenoshabitacoes;edificios;infraestruturasbasicas;acessibilidades;outrosinvestimentosbensdecapital;transferenciasoutrasdespesascapital
A_1503;A;1503;ALMADA;82705206.22;61405331.22;29833060.78;22916313.24;345067.14;8310890.06;11905378.64;545690.13;932986.7;1632102.21;2248375.64;6546223.96;9394496.36
A_0902;A;0902;ALMEIDA;9219257.07;6599610.79;3054705.86;2511792.93;47378.96;985733.04;1691409.46;0;307458.49;83532.86;563088.48;737329.63;928236.82
A_1403;A;1403;ALMEIRIM;14533975.93;10688761.53;4585886.77;4367255.96;89722.9;1645895.9;2616860.62;474000;123571.73;205109.7;679567.59;1134611.6;1228353.78
A_0202;A;0202;ALMODÔVAR;11965800.69;8175517.71;3831089.97;3014418.66;23404.68;1306604.4;2680819.77;226055;485524.93;219134.83;617760.12;1132344.89;1109463.21
A_1404;A;1404;ALPIARÇA;5566905.37;4451801.48;2618219.26;1298258.18;162756.89;372567.15;65701.62;0;7276.68;0;30538.19;27886.75;1049402.27
A_1201;A;1201;ALTER DO CHÃO;5939501.63;4760140.15;2556935.11;1734728.48;19375.9;449100.66;872383.37;38922.05;18732.51;77752.03;67099.97;669876.81;306978.11
A_1002;A;1002;ALVAIÁZERE;10293578.63;4098581.49;1458588.45;2059390.06;167063.71;413539.27;5462800.96;50345.44;2478632.79;1879.97;1855306.29;1076636.47;732196.18
A_0203;A;0203;ALVITO;4029333.61;3484672.72;2035199.06;1009458.25;1822.31;438193.1;284053.77;0;8331.21;8149.58;184269.58;83303.4;260607.12
A_1115;A;1115;AMADORA;70301880.87;60322545.6;27249876.51;22845747.59;90787.06;10136134.44;4707960.61;762536.25;1415303.84;1063329.77;560551.05;906239.7;5271374.66
A_1301;A;1301;AMARANTE;27966576.45;20008282.89;8444622.74;8610164.01;155746.27;2797749.87;4290482.63;2553.73;1935208.34;66020.09;1400075.19;886625.28;3667810.93
A_0301;A;0301;AMARES;12069497.13;8571376.3;3660653.21;3578060.31;79668.6;1252994.18;1787985.57;30890.17;502806.52;195664.61;423195.95;635428.32;1710135.26
A_0103;A;0103;ANADIA;15886254.48;10418595.98;4140704.79;5065121.25;156013.92;1056756.02;3951811.95;16400;617417.03;726252.12;1268482.94;1323259.86;1515846.55
A_4301;A;4301;ANGRA DO HEROÍSMO;19301662.14;10414928.56;4701923.75;3457963;94638.05;2160403.76;5353614.62;521405.8;1076870.2;72336.19;2552813.57;1130188.86;3533118.96
A_1003;A;1003;ANSIÃO;10285734.92;6214938.72;2196597.2;3189846.89;261283.88;567210.75;1815919.55;28710;190042.99;81909.53;964151.23;551105.8;2254876.65
A_1601;A;1601;ARCOS DE VALDEVEZ;21885440.92;13526480.85;4951419.81;7043215.98;86952.33;1444892.73;5369535.26;552976.19;1087015.44;496188.5;1699780.27;1533574.86;2989424.81
A_0601;A;0601;ARGANIL;11087001.96;7571554.13;3224675.71;3162890.01;59393.09;1124595.32;1771871.47;12132.5;147366.92;178061.14;1106012.57;328298.34;1743576.36
A_1801;A;1801;ARMAMAR;8897503.56;5994872.83;3152687.46;2517484.29;206185.39;118515.69;1603841.32;101615;578158.83;4786.39;368103.74;551177.36;1298789.41
A_0104;A;0104;AROUCA;17060937.37;9853050.06;3402696.72;5127325.08;72266.53;1250761.73;5758545.09;326075.49;1102670.03;210054.25;1664685.75;2455059.57;1449342.22
A_0702;A;0702;ARRAIOLOS;7997050.94;6117826.36;2697964.88;2388834.02;47325.46;983702;743558.12;10339.67;144602.24;226340.65;0;362275.56;1135666.46
A_1202;A;1202;ARRONCHES;6669097.45;3558159.72;1766276.24;1252762.75;11751.41;527369.32;2775846.57;33096.02;1930526.44;27269.17;36272.58;748682.36;335091.16
A_1102;A;1102;ARRUDA DOS VINHOS;9675079.38;7914035.74;3597725.07;3669184.03;109701.56;537425.08;909004.53;37000;51162.07;69320.31;448348.64;303173.51;852039.11
A_0105;A;0105;AVEIRO;48268605.48;29935766.99;12899822.29;11810527;1213371.74;4012045.96;8752661.53;2235965.73;1754690.1;263055.92;645675.04;3853274.74;9580176.96
A_1203;A;1203;AVIS;7736762.55;6203024.74;3280682.43;2355749.2;91251.49;475341.62;969056.44;1768;24109.66;0;2592.23;940586.55;564681.37
A_1103;A;1103;AZAMBUJA;14364395;10992783.71;5502130.6;3156498.66;197843.47;2136310.98;1132723.83;0;95285.3;164370.22;204337.57;668730.74;2238887.46
A_1302;A;1302;BAIÃO;13019427.29;9957444.77;4752682.69;3900031.68;47699.93;1257030.47;1758333.02;0;162113.45;306333.03;813607.29;476279.25;1303649.5
A_0302;A;0302;BARCELOS;51733847.07;33964876.48;13691541.85;14564167.19;271799.67;5437367.77;5579771.45;116032.88;472752.37;580579.77;3192687.74;1217718.69;12189199.14
A_0204;A;0204;BARRANCOS;3593951.52;3119873.72;1846855.59;449943;20409.13;802666;77659.32;2744.95;12621.1;0;19233.83;43059.44;396418.48
A_1504;A;1504;BARREIRO;38130923.82;29927749.9;14239908.54;11600756.87;370339.68;3716744.81;4092006.62;94401.86;201678.59;830588.19;1142774.9;1822563.08;4111167.3
A_1004;A;1004;BATALHA;10829273.82;7791566.82;1987465.56;4733589.77;13602.46;1056909.03;2177518.23;5350;122798.13;774999.07;840987.07;433383.96;860188.77
A_0205;A;0205;BEJA;21566410.78;17802306.94;8064964.83;6732722.53;94819.53;2909800.05;1901272.57;22770.24;711196.14;12932.76;520024.15;634349.28;1862831.27
A_0501;A;0501;BELMONTE;7023217.29;4843416.81;1123876.66;3044909.15;37356.99;637274.01;1287712.8;129108.73;490931.64;67378.01;389123.49;211170.93;892087.68
A_1405;A;1405;BENAVENTE;15093204.9;12749951.73;5814464.73;4619392.15;7314.33;2308780.52;1117694.78;0;501335.39;78096.05;346563.05;191700.29;1225558.39
A_1005;A;1005;BOMBARRAL;9110919.72;7888497.27;3447306.7;3915883.03;158885.12;366422.42;761242.5;0;34132.52;129128.87;103159.64;494821.47;461179.95
A_0703;A;0703;BORBA;7184009.16;5755967.03;2987887.58;2223890.72;204185.25;340003.48;422732.09;18646.43;66319.45;98708.34;36538;202519.87;1005310.04
A_1702;A;1702;BOTICAS;7892553.53;5742889.85;2452364.88;2195971.11;9615.4;1084938.46;1418814.22;29716.65;254357.66;63957.14;642123.92;428658.85;730849.46
A_0303;A;0303;BRAGA;85429758.68;62248925.66;23723998.32;18815808.59;338447.65;19370671.1;7883077.95;0;3946449.24;14977.18;2113771.16;1807880.37;15297755.07
A_0402;A;0402;BRAGANÇA;28413444.6;19513607.58;6653559.82;11347881.59;161492.64;1350673.53;4899273.81;136325.38;994977.5;590157.85;1308555.07;1869258.01;4000563.21
A_0304;A;0304;CABECEIRAS DE BASTO;12864655.44;9494327.82;4561984.25;3910626.33;126788.35;894928.89;2307889.34;83829.7;208140.43;229087.73;1185060.99;601770.49;1062438.28
A_1104;A;1104;CADAVAL;9668102.24;7899521.08;3625387.61;3649477.81;32577.13;592078.53;1351650.91;0;691420.66;55194.23;372159.24;232876.78;416930.25
A_1006;A;1006;CALDAS DA RAINHA;24151502.82;15912391.36;5210215.62;7646229.9;95295.05;2960650.79;5063249.68;304099.26;1267242.39;9056.41;1523221.75;1959629.87;3175861.78
A_3101;A;3101;CALHETA (MADEIRA);9429702.41;5760612.17;2364750.88;2528987.8;103833.82;763039.67;1986899.04;0;57914.45;28555.44;1373789.19;526639.96;1682191.2
A_4501;A;4501;CALHETA (SÃO JORGE);4896568.71;2454679.64;1651450.89;625797.5;107268.04;70163.21;1276323.6;0;28848.49;16537.71;1113849.6;117087.8;1165565.47
A_3102;A;3102;CÂMARA DE LOBOS;13684333.97;6672768.22;3667697.88;2067879.73;237133.97;700056.64;3930636.81;145431.98;68702.87;44390.92;3022549.66;649561.38;3080928.94
A_1602;A;1602;CAMINHA;17228957.79;11324376.56;5042743.92;5137551.46;130637.23;1013443.95;4681701.65;0;875804.25;492525.15;1698207.33;1615164.92;1222879.58
A_1204;A;1204;CAMPO MAIOR;10103539.64;6407376.8;3117235.07;2399134.54;21255.35;869751.84;3497088.27;1185835.69;34343.15;33959.95;1318372.45;924577.03;199074.57
A_0602;A;0602;CANTANHEDE;23243103.86;12339581.86;4953018.6;4502675.9;239377.14;2644510.22;5711902.11;95770.7;3379480.08;16866.35;1219456.41;1000328.57;5191619.89
A_0403;A;0403;CARRAZEDA DE ANSIÃES;8469622.6;5161895.04;2413624.27;1734977.87;17467.89;995825.01;2366162.44;260768.53;809027.11;5865.87;697642.1;592858.83;941565.12
A_1802;A;1802;CARREGAL DO SAL;6520771.08;4584018.11;2168356.84;2036882.69;26961.97;351816.61;1229879.52;31697.19;2874.63;49207.26;858485.39;287615.05;706873.45
A_1406;A;1406;CARTAXO;21316041.29;14977787.26;6380388.08;5677802.23;1799317.03;1120279.92;3777795.25;39166.6;1170000.54;49600.71;63700.27;2455327.13;2560458.78
A_1105;A;1105;CASCAIS;149543257.44;126081344.17;32331721.66;75430371.14;1232722.13;17086529.24;14667600.63;1495204.54;3390143.72;113490.74;3623327.7;6045433.93;8794312.64
A_1007;A;1007;CASTANHEIRA DE PÊRA;4737878.91;3215629.32;1316918.58;1046142.63;434517.35;418050.76;157578.3;0;27645.56;0;11756.59;118176.15;1364671.29
A_0502;A;0502;CASTELO BRANCO;32475365.29;18286843.27;6737250.64;8103482.37;84235.96;3361874.3;10573438.83;1187533.61;2314057.94;456284.3;4429373.25;2186189.73;3615083.19
A_0106;A;0106;CASTELO DE PAIVA;16723473.71;7471460.71;2992139;3142761.08;291120.5;1045440.13;755459.42;0;4778.47;153175.49;444185.75;153319.71;8496553.58
A_1205;A;1205;CASTELO DE VIDE;5373842.14;4135219.48;2348742.31;1420151.72;2657.88;363667.57;909725.67;243160.48;73869.02;26081.96;165734.99;400879.22;328896.99
A_1803;A;1803;CASTRO DAIRE;13653012.31;9744542.99;3858605.74;4329925.14;18415.43;1537596.68;3166157.35;138420.58;785643.98;245366.85;1419690.6;577035.34;742311.97
A_0804;A;0804;CASTRO MARIM;12770648.1;9124697.16;2592069.15;5306374.18;31589.08;1194664.75;2994455.11;91012.31;327107.04;209171;1573241.92;793922.84;651495.83
A_0206;A;0206;CASTRO VERDE;10304920.44;7661435.52;3619208.21;2760994.75;26964.57;1254267.99;1598259.01;108551.64;164614.27;18704.56;428907.14;877481.4;1045225.91
A_0903;A;0903;CELORICO DA BEIRA;9007587.31;7009863.82;3262991.98;2816841.23;343122.22;586908.39;905826.24;0;104907.68;61203.2;516388.25;223327.11;1091897.25
A_0305;A;0305;CELORICO DE BASTO;14841159.42;10077731.53;4593184.88;4086756.31;411444.24;986346.1;2975339.07;133354.57;1512600.89;0;75803.27;1253580.34;1788088.82
A_1407;A;1407;CHAMUSCA;8911263;6446846.88;2999171.91;2224312.72;66544.65;1156817.6;1022564.14;66700;227069.69;0;218295.15;510499.3;1441851.98
A_1703;A;1703;CHAVES;36237005.22;22223727.1;8499504.92;9377505.35;2815579.42;1531137.41;8137315.95;26782.18;951342.99;328572.14;3770813.11;3059805.53;5875962.17
A_1804;A;1804;CINFÃES;14444878.81;10580386.9;3775127.59;4600786.67;22223.41;2182249.23;3344418.91;51497.65;162222.02;245955.5;1248071.97;1636671.77;520073
A_0603;A;0603;COIMBRA;77545589.76;55509639.9;25737993.86;18177734.43;637605.47;10956306.14;14759925.6;798181.88;895490.54;26128.28;435351.32;12604773.58;7276024.26
A_0604;A;0604;CONDEIXA-A-NOVA;11699910.94;8422791.12;3284280.43;4251504.02;39824.74;847181.93;2393526.09;0;17956.94;311834.65;293673.4;1770061.1;883593.73
A_1408;A;1408;CONSTÂNCIA;5286482.69;4081590.39;1877760.5;1625174.41;50851.97;527803.51;513606.27;46841.95;210554.61;33942.13;45930.86;176336.72;691286.03
A_1409;A;1409;CORUCHE;16360016.39;11198782.85;5617823.12;3728678.44;47177.69;1805103.6;4446020.01;941348.04;385458.03;139514.1;1188483.46;1791216.38;715213.53
A_4901;A;4901;CORVO;1747263.94;896007.93;481034.89;388485.86;3736.88;22750.3;706397.69;40892.75;205265.64;127796.34;37852.59;294590.37;144858.32
A_0503;A;0503;COVILHÃ;26707499.17;15592979.38;5822273.63;6789994.15;393790.85;2586920.75;3897277.1;256426.64;1169658.52;96236.23;1405179.22;969776.49;7217242.69
A_1206;A;1206;CRATO;7045643.46;5062227.97;2095599.54;2405233.79;20676.92;540717.72;1039621.47;0;42760.79;171176.41;260581.02;565103.25;943794.02
A_0207;A;0207;CUBA;5790391.48;3979906.21;2100880.81;1388803.02;19912.15;470310.23;1196392.39;0;211449.74;259085.28;269196.44;456660.93;614092.88
A_1207;A;1207;ELVAS;23964117.24;16161003.88;4434078.74;7632565.97;8852.19;4085506.98;7377770.71;747271.99;286857.55;7132.35;623901.45;5712607.37;425342.65
A_1410;A;1410;ENTRONCAMENTO;15285874.07;9856258.46;5005663.77;4159856.06;250844.13;439894.5;4016788.36;5569.09;1192869.69;9082.91;1947917.39;861349.28;1412827.25
A_0107;A;0107;ESPINHO;30464024.51;19074881.66;9067611.33;8767596.27;292447.7;947226.36;6494916.67;164034.08;2316624.09;878000.95;276130.28;2860127.27;4894226.18
A_0306;A;0306;ESPOSENDE;17698582.44;13291462.39;4290443.6;5717276.9;39866.62;3243875.27;2828789.06;542781.67;338277.96;0;1442612.26;505117.17;1578330.99
A_0108;A;0108;ESTARREJA;15532333.33;9668389.87;4208946.93;4368353.09;84278.8;1006811.05;3132430.84;550536.9;508596.3;419814.61;926683.8;726799.23;2731512.62
A_0704;A;0704;ESTREMOZ;13586180.06;9505598.76;3511220.03;4550452.97;186252.58;1257673.18;3208492.61;241901.51;38635.94;2417042.27;0;510912.89;872088.69
A_0705;A;0705;ÉVORA;42295242.87;31424063.58;17711101.3;9229673.89;3155075.79;1328212.6;5375577.54;600000;3723078.08;67648.16;288705.82;696145.48;5495601.75
A_0307;A;0307;FAFE;32712971.28;20051163.46;7761477.1;7518314.38;111654.08;4659717.9;7233031.32;1465605;1689627.22;1019137.85;1096258.33;1962402.92;5428776.5
A_0805;A;0805;FARO;34715934.71;27343242.93;13264134.94;10469959.87;1285918.61;2323229.51;1859569.6;334208;231474.57;0;394883.99;899003.04;5513122.18
A_1303;A;1303;FELGUEIRAS;31804392.82;22670668.72;10288783.98;8324697.73;48360.64;4008826.37;6114475.81;99330.05;2090531.85;1837272.09;601880.08;1485461.74;3019248.29
A_0208;A;0208;FERREIRA DO ALENTEJO;8990421.15;7904267.2;4146896.83;2765676.34;80218.06;911475.97;312958.18;0;47204.13;2661.6;29279.36;233813.09;773195.77
A_1411;A;1411;FERREIRA DO ZÊZERE;8020592.95;6244587.62;2228560.06;3200515.57;82587.33;732924.66;1031521.54;0;13920.93;3013.5;655451.45;359135.66;744483.79
A_0605;A;0605;FIGUEIRA DA FOZ;38369846.24;24005122.18;9859217.63;9754660.51;1077227.25;3314016.79;5529977.73;247180.02;1924893.22;63467.68;1629123.18;1665313.63;8834746.33
A_0904;A;0904;FIGUEIRA DE CASTELO RODRIGO;9880340.79;7992879.71;2360650.26;4233330.05;105466.89;1293432.51;948794.59;36823.58;139097.64;11584.31;130520.21;630768.85;938666.49
A_1008;A;1008;FIGUEIRÓ DOS VINHOS;7206176.13;5297312.41;2731478.15;1900404.52;142555.95;522873.79;740637.92;9347.91;24937.77;22627.36;41438.6;642286.28;1168225.8
A_0905;A;0905;FORNOS DE ALGODRES;5579781.45;3794648.77;1774666.23;1256927.27;657292.72;105762.55;388952.81;62356.85;0;4016.6;104514.84;218064.52;1396179.87
A_0404;A;0404;FREIXO DE ESPADA À CINTA;7351757.77;5284366.95;2645409.11;1795964.62;398890.51;444102.71;823316.71;124214.36;14335.45;16605;53256.65;614905.25;1244074.11
A_1208;A;1208;FRONTEIRA;4712681.24;4059640.17;1689243.23;1873588.82;17168.48;479639.64;298630.14;0;8354.63;5319.75;28376.89;256578.87;354410.93
A_3103;A;3103;FUNCHAL;70579811.36;55938429.37;29270676.21;21991454.84;826249.29;3850049.03;6146163.85;515601.4;2327042.19;749403.57;910955.38;1643161.31;8495218.14
A_0504;A;0504;FUNDÃO;27104569.93;15003942.2;5872585.55;6622717.19;1410981.18;1097658.28;5767922;17326.94;187298.33;310307.97;2147097.1;3105891.66;6332705.73
A_1209;A;1209;GAVIÃO;5912031.05;4408044.92;2042077.06;1725846.13;11367.91;628753.82;1126490.79;0;198004.26;66775.38;130066.84;731644.31;377495.34
A_0606;A;0606;GÓIS;7153140.57;5798249.15;2718276.52;1985765.24;27168.43;1067038.96;861205.61;2050;118481.49;248189.28;224344.5;268140.34;493685.81
A_1412;A;1412;GOLEGÃ;6765144.19;4975279.69;2137614.8;2372755.01;33432.33;431477.55;1275885.62;88650;46012.39;101222.38;58332.7;981668.15;513978.88
A_1304;A;1304;GONDOMAR;63484060.17;50487807.29;22666666.39;21722937.26;308653.4;5789550.24;8107737.69;1235151.17;2297184.45;291898.36;3216636.46;1066867.25;4888515.19
A_0906;A;0906;GOUVEIA;11420979;7457321.97;3091016.63;3192434.31;66852.45;1107018.58;2671336.58;113116.82;458162.21;13346.08;641436.03;1445275.44;1292320.45
A_1505;A;1505;GRÂNDOLA;18229702.37;15441360.77;8662634.93;5157783.2;242774.5;1378168.14;1610409.95;21032.44;233338.8;101979.92;725742.56;528316.23;1177931.65
A_0907;A;0907;GUARDA;36400658.8;23887788.62;9549429.31;10727501.93;1964076.84;1646780.54;3914599.44;8173.15;394647.57;227798.41;2609133.58;674846.73;8598270.74
A_0308;A;0308;GUIMARÃES;78567062.85;52172623.65;22895237.72;18501631.02;1627294.42;9148460.49;9033729.8;981635.92;507940.78;0;2772708.46;4771444.64;17360709.4
A_4701;A;4701;HORTA;9906316.34;6436389.92;3159191.99;2545710.63;53614.25;677873.05;2091391.88;189306.96;0;681006.69;909980.76;311097.47;1378534.54
A_0505;A;0505;IDANHA-A-NOVA;17187722.65;12817406.79;4260066.33;6934545.45;47986.21;1574808.8;3068242.54;0;393636.8;26109.36;794999.83;1853496.55;1302073.32
A_0110;A;0110;ÍLHAVO;24848366.11;12701677.1;5101435.15;6883373.16;295056.09;421812.7;8569238.7;64161.23;1117543.23;2429107.17;1394576.23;3563850.84;3577450.31
A_0806;A;0806;LAGOA (ALGARVE);30783074.4;22644077.96;6603570.14;12752200.42;104104.96;3184202.44;3136646.91;85451.9;935981.02;294170.55;402472.6;1418570.84;5002349.53
A_4201;A;4201;LAGOA (SÃO MIGUEL);9845245.45;6624920.36;2617664.32;2561889.33;66512.44;1378854.27;1474186.61;114353.7;284076.42;60270.86;205213.31;810272.32;1746138.48
A_0807;A;0807;LAGOS;44115335.15;35681948.42;11400980.94;20182393.74;831439.86;3267133.88;5023625.57;915408.54;606261.12;477109.31;1658688.06;1366158.54;3409761.16
A_4801;A;4801;LAJES DAS FLORES;3003142.63;1995504.52;1113489.46;822068.41;5510.46;54436.19;657287.14;13575.74;123326.6;100086.94;225280.77;195017.09;350350.97
A_4601;A;4601;LAJES DO PICO;5740521.72;3185269.42;1638591.11;1007918.66;111581.18;427178.47;1341230.63;12000;134322.61;210866.81;806184.61;177856.6;1214021.67
A_1805;A;1805;LAMEGO;26560824.09;15214656.71;4665815.04;7962073.57;582609.53;2004158.57;7453549.41;18953.54;5144982.02;729686.97;808491.25;751435.63;3892617.97
A_1009;A;1009;LEIRIA;54140383.26;34342128.16;12273779.84;15120854.03;1113491.25;5834003.04;10569346.11;12781.85;2366772.07;81487.66;6632657.81;1475646.72;9228908.99
A_1106;A;1106;LISBOA;597776674.52;454853667.43;213264686.89;125467340.43;9905388.23;106216251.88;66662626.46;8914649.13;11233399.88;3723466.9;12359798.57;30431311.98;76260380.63
A_0808;A;0808;LOULÉ;86472173.62;63569601.12;26027320.03;31052854.31;204083.88;6285342.9;15160440.97;211417.89;1115036.23;1534453.24;5770884.42;6528649.19;7742131.53
A_1107;A;1107;LOURES;102014152.17;86394608.32;38666786.19;33562201.98;583597.99;13582022.16;3898046.19;228577.68;1283904.8;19501.24;950460.91;1415601.56;11721497.66
A_1108;A;1108;LOURINHÃ;23521121.68;14622712.18;5778602.16;6304206.86;189181.38;2350721.78;5399254.49;16149.9;3616808.84;118022.29;869708.5;778564.96;3499155.01
A_0607;A;0607;LOUSÃ;14180459.08;10241864;3720326.14;5392057.17;72841.14;1056639.55;3205003.26;144442.36;821995.01;839448.83;1015214.47;383902.59;733591.82
A_1305;A;1305;LOUSADA;32045301.18;18671597.21;9681269.73;7025664.96;185959.27;1778703.25;11004901.31;693150;8360392.04;331697.01;1007818.28;611843.98;2368802.66
A_1413;A;1413;MAÇÃO;9002558.8;7435442.6;3034055.88;3520498.48;23293.44;857594.8;1147848.16;0;304349.08;54823.6;539707.59;248967.89;419268.04
A_0405;A;0405;MACEDO DE CAVALEIROS;15453370.98;13031349.43;4655358.64;6921754.48;62128.96;1392107.35;1020285.46;26100.08;3690;191296.26;559057.62;240141.5;1401736.09
A_3104;A;3104;MACHICO;8852979.72;6447865.33;3591973.97;1626295.07;722781.84;506814.45;792982.41;0;2507.87;30198.35;463580.41;296695.78;1612131.98
A_4602;A;4602;MADALENA;6944243.58;4411343.46;2189809.08;1654761.24;22266.47;544506.67;1575097.44;0;254388.34;34917.14;963067.37;322724.59;957802.68
A_1109;A;1109;MAFRA;50934262.52;37963907.35;14055554.96;19750656.08;336054.03;3821642.28;9306239.61;226419.15;2674447.62;637455.09;3789522.05;1978395.7;3664115.56
A_1306;A;1306;MAIA;67135281.75;40932490.14;18535976.99;16281315.84;283826.13;5831371.18;19475682;2790826.75;2870621.85;197744.55;1499453.15;12117035.7;6727109.61
A_1806;A;1806;MANGUALDE;15428962.68;10094043.45;4502462.93;4956192.69;252615.36;382772.47;3077033.26;390764.2;1082393.32;288167.38;895180.03;420528.33;2257885.97
A_0908;A;0908;MANTEIGAS;8447249.32;6829505.6;1304789.97;4362530.37;435430.6;726754.66;1071338.2;1750;359098.32;90097.16;59009.81;561382.91;546405.52
A_1307;A;1307;MARCO DE CANAVESES;25493769.73;17686288.44;6742945.54;7634045.99;450285.29;2859011.62;4185904.06;34015.09;1929444.16;891844.73;655967.8;674632.28;3621577.23
A_1010;A;1010;MARINHA GRANDE;19768871.46;15080271.52;5415902.58;7716308.28;13427.3;1934633.36;3450953.94;23381.42;516404.15;322828.75;904221.7;1684117.92;1237646
A_1210;A;1210;MARVÃO;5108794.13;3418207.31;1639609.8;1422839.3;4635.66;351122.55;1429897.23;310167.19;317570.05;286899.72;169011.66;346248.61;260689.59
A_1308;A;1308;MATOSINHOS;101835239.13;69656828.92;29687470.37;27704793.15;736509.99;11528055.41;23628651.18;4576123.59;6119768.93;2271000.03;4896205.97;5765552.66;8549759.03
A_0111;A;0111;MEALHADA;14899015.05;9269902;4590189.38;3737713.57;0;941999.05;4516283.7;35000;3213037.47;155797.38;583816.31;528632.54;1112829.35
A_0909;A;0909;MÊDA;8076071.03;5605915.8;2936558.21;2064456.76;189467.45;415433.38;2176686.24;98661.59;3690;147729.75;1790187.2;136417.7;293468.99
A_1603;A;1603;MELGAÇO;12719624.55;8394597.13;4618703.52;2960247.07;306714.28;508932.26;3013753.44;23738.29;274467.98;557466.78;1230564.89;927515.5;1311273.98
A_0209;A;0209;MÉRTOLA;13493524.55;8685646.63;4543413.26;2941632.14;27694.1;1172907.13;3281867.79;122254.49;420816.54;415791.75;899165.13;1423839.88;1526010.13
A_1704;A;1704;MESÃO FRIO;5203729.47;3539862.74;1997885.32;1189389.13;160623.88;191964.41;539440.73;23977.2;8706.27;84036.7;38592.27;384128.29;1124426
A_0608;A;0608;MIRA;10362531.22;7880225.28;3590468.24;3731229.95;14203.81;544323.28;2152555.41;0;153129.35;511388.93;977124.76;510912.37;329750.53
A_0609;A;0609;MIRANDA DO CORVO;9285854.28;6565478.57;2778655.17;3091038.42;22687.78;673097.2;1724281.76;35305;489817.44;125642.78;245196.94;828319.6;996093.95
A_0406;A;0406;MIRANDA DO DOURO;10242294.37;7345125.97;2889974.02;3580307.49;253237.67;621606.79;1432887.97;113331.2;161590.08;70227.5;369916.57;717822.62;1464280.43
A_0407;A;0407;MIRANDELA;26065688.72;15046115.78;5916185.32;6633110.12;689996.93;1806823.41;5792442.3;53856.15;3379418.02;108958.38;648099.18;1602110.57;5227130.64
