ldk;codigoperiodo;codigoine;dscautarquia;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas
T1_0803;T1;0803;ALJEZUR;2068361.39;1096965;185290.72;259648.61;48677.81;153079.88;26909.35;0;30981.57;365152.85;161304.21
T1_0201;T1;0201;ALJUSTREL;2313717.22;1366251;374017.87;132348.64;8790.95;38287.6;37187.86;2532.63;45549.6;344542.37;96557.34
T1_1503;T1;1503;ALMADA;11603157.66;4019039;1052009.31;3794218.84;657291.37;1750949.75;755277.55;28441.06;602259.11;2337801.41;400089.1
T1_0902;T1;0902;ALMEIDA;2386806.85;1760181;138141.14;165200.28;8373.43;13628.5;26925.61;0;116272.74;241282.82;82001.61
T1_1403;T1;1403;ALMEIRIM;3329593.5;1306710;82001.46;273231.14;49863.78;65911.54;91781.02;19389.64;46285.16;395537.12;1272113.78
T1_0202;T1;0202;ALMODÔVAR;2891870.7;1965771;535221.53;103634.57;3383.24;11212.97;30911.81;0;58126.55;126577.16;160666.44
T1_1404;T1;1404;ALPIARÇA;1367108.57;768741;23053.58;158348.32;43579.07;44599.29;29131.38;6743.8;34294.78;213388.99;203576.68
T1_1201;T1;1201;ALTER DO CHÃO;1592951.15;985688;283577.37;51245.49;3779.54;31732.94;7927.46;546.08;7259.47;164900.97;107539.32
T1_1002;T1;1002;ALVAIÁZERE;2289838.05;1086354;783092.25;77013.22;7495.32;18660.45;31736.21;0;19121.24;250051.77;93326.81
T1_0203;T1;0203;ALVITO;1027449.48;765126;37904.14;37753.02;2771.96;21638.38;8059.3;0;5283.38;93372.18;93294.14
T1_1115;T1;1115;AMADORA;12245605.14;3532405;842770.68;3791183.77;312907.16;1921659.97;525763.91;539203.62;491649.11;1890039.42;2189206.27
T1_1301;T1;1301;AMARANTE;7670854.97;3440460;1292210.85;782667.62;55493.97;211750.76;227155.59;0;288267.3;1570960.45;584556.05
T1_0301;T1;0301;AMARES;3451575.89;1331361;1228729.05;253257.96;16517.98;88593.8;79632.63;0;68513.55;298513.73;339714.15
T1_0103;T1;0103;ANADIA;4094888.9;2007576;222624.92;234085.35;24578.55;68229.87;95720.14;2605.96;42950.83;366935.04;1263667.59
T1_4301;T1;4301;ANGRA DO HEROÍSMO;3539777.34;2397967;75612.55;586531.2;28521.29;332966.37;132702.17;0;92341.37;94923;384743.59
T1_1003;T1;1003;ANSIÃO;3523377.11;1224531;799780.32;439719.43;17154.11;184638.73;52839.23;0;185087.36;315610.71;743735.65
T1_1601;T1;1601;ARCOS DE VALDEVEZ;4793277.26;2559270;706562.44;424233.7;33223.55;186472.06;94528.08;0;110010.01;687928.35;415282.77
T1_0601;T1;0601;ARGANIL;3504795.37;1502742;1158624.87;200439.58;29464.46;64260.36;44997.03;0;61717.73;493370.23;149618.69
T1_1801;T1;1801;ARMAMAR;1762885.53;1092605;60926.85;158241.2;15921.94;64487.4;20937.77;4008.26;52885.83;238574.02;212538.46
T1_0104;T1;0104;AROUCA;4128397.24;2015238;1113498.04;270816.83;14878.46;137716.37;80722.65;3507.73;33991.62;544820.4;184023.97
T1_0702;T1;0702;ARRAIOLOS;1986300.15;1493364;82973.34;84054;5650.31;30686.37;25102.89;6409.62;16204.81;249564.17;76344.64
T1_1202;T1;1202;ARRONCHES;1368486.59;941058;171412.96;16387.97;1977.97;1476.73;9504.07;0;3429.2;107190.27;132437.39
T1_1102;T1;1102;ARRUDA DOS VINHOS;2393937.67;844251;9844.01;262100.35;35072.98;71966.07;66908.84;30495.53;57656.93;627538.49;650203.82
T1_0105;T1;0105;AVEIRO;6300281.18;2094519;593125.94;2478616.88;154810.49;1235066.11;440531.86;100959.43;547248.99;934655.87;199363.49
T1_1203;T1;1203;AVIS;2143697.56;1298961;25782.47;134036.61;4538.34;80479.78;16332.68;16595.34;16090.47;103201.84;581715.64
T1_1103;T1;1103;AZAMBUJA;3143327.28;1227009;70181.06;599164.44;33058.48;180845.34;158307.45;67797.74;159155.43;657246.73;589726.05
T1_1302;T1;1302;BAIÃO;3264744.07;1834071;262427.63;262557.95;16889.2;47085.1;65721.58;0;132862.07;397452.51;508234.98
T1_0302;T1;0302;BARCELOS;12882629.33;5790642;325461.58;2077828.98;270671.92;539062.23;549699.91;2093.31;716301.61;879320.24;3809376.53
T1_0204;T1;0204;BARRANCOS;885906.67;766743;12500;13068.96;246.2;1849.89;5396.12;0;5576.75;46087.21;47507.5
T1_1504;T1;1504;BARREIRO;7323694.56;2326381;1397.5;2380108.92;198634.85;379433.92;312862.53;0;1489177.62;2152065.08;463742.06
T1_1004;T1;1004;BATALHA;1649437.03;961110;62044.48;328213.67;25609.7;65804.99;89771.02;5735.81;141292.15;156496.15;141572.73
T1_0205;T1;0205;BEJA;5689480.24;2579751;904704.78;688013.72;60855.22;300260.66;162474.63;26170.48;138252.73;1380772.51;136238.23
T1_0501;T1;0501;BELMONTE;1785297.28;921639;580027.35;58787.9;7699.28;15884.18;24181.55;0;11022.89;168836.81;56006.22
T1_1405;T1;1405;BENAVENTE;4153348.52;1058202;650080.21;610122.45;116460.89;284730.48;139876.75;38249.74;30804.59;790047.3;1044896.56
T1_1005;T1;1005;BOMBARRAL;2396124.64;886110;195982.32;273827.39;23982.94;51331.9;64381.48;4679.33;129451.74;423791.35;616413.58
T1_0703;T1;0703;BORBA;1639975.21;860875;16712;117471.17;16255.32;36074.05;24833.99;1051.3;39256.51;313946.01;330971.03
T1_1702;T1;1702;BOTICAS;2526160.46;1337522.73;902107.81;50208.9;0;0;0;0;50208.9;181673.07;54647.95
T1_0303;T1;0303;BRAGA;17802623.1;5126270.5;1771269.7;4802418.99;360055.08;2206849.63;863693.19;176338.8;1195482.29;371039.63;5731624.28
T1_0402;T1;0402;BRAGANÇA;6975947.97;3382956;792803.27;624365.74;49199.12;176230.22;159070.61;0;239865.79;1885923.16;289899.8
T1_0304;T1;0304;CABECEIRAS DE BASTO;3259227.24;1637202;357946.05;264949.53;24826.77;48335.81;57893.86;6920.09;126973;365006.66;634123
T1_1104;T1;1104;CADAVAL;2008563.23;1124957;133407.35;264369.01;26380.31;136085.36;57503.26;0;44400.08;412560.76;73269.11
T1_1006;T1;1006;CALDAS DA RAINHA;4697352.11;1618224;624449.79;1571202.42;156756.68;930077.09;257240.21;2109.39;225019.05;598312.18;285163.72
T1_3101;T1;3101;CALHETA (MADEIRA);1956754.39;1527384;67269.26;163874.96;27645.38;69729.37;45546.43;0;20953.78;188486.28;9739.89
T1_4501;T1;4501;CALHETA (SÃO JORGE);957231.25;785485;0;29994.74;3747.14;4978.91;16019.74;637.65;4611.3;90094.2;51657.31
T1_3102;T1;3102;CÂMARA DE LOBOS;2257416.46;1818504;0;309196.4;68378;45796.34;108296.61;0;86725.45;103342.03;26374.03
T1_1602;T1;1602;CAMINHA;3342096.73;1513845;215804.95;476381.97;50661.98;247274.31;92165.83;3046.87;83232.98;789956.22;346108.59
T1_1204;T1;1204;CAMPO MAIOR;1923744.44;1053738;283357.3;224697.81;11069.64;63274.2;24689.6;1473.05;124191.32;143814.23;218137.1
T1_0602;T1;0602;CANTANHEDE;3232160.08;2197866;0;528604.13;76293.88;163419.58;161125.77;13118.14;114646.76;274699.44;230990.51
T1_0403;T1;0403;CARRAZEDA DE ANSIÃES;2295135.36;1441572;427521.82;59693.32;5816.6;17047.64;19949.15;0;16879.93;99710.57;266637.65
T1_1802;T1;1802;CARREGAL DO SAL;1645291.69;956481;322595.34;189891.82;6627.79;22920.13;40266.14;0;120077.76;51681.33;124642.2
T1_1406;T1;1406;CARTAXO;3139726.08;1117170;572515.18;537779.69;58495.83;300052.56;109013.15;4330.89;65887.26;494535.62;417725.59
T1_1105;T1;1105;CASCAIS;34177920.86;4593378;452429.72;10328503.17;1106367.49;4476934.6;1339204.33;0;3405996.75;3302365.35;15501244.62
T1_1007;T1;1007;CASTANHEIRA DE PÊRA;5345504.81;727059;46001.58;61221.34;4040.03;4059.95;9623.06;266.24;43232.06;84965.59;4426257.3
T1_0502;T1;0502;CASTELO BRANCO;8724033.8;3926598;1292707.6;1186084.13;110742.17;671192.67;236882.76;0;167266.53;1448097.38;870546.69
T1_0106;T1;0106;CASTELO DE PAIVA;1979973.14;1350759;0;170982.76;12831.77;40627.64;55350.38;0;62172.97;277087.33;181144.05
T1_1205;T1;1205;CASTELO DE VIDE;1474431.27;941052;246009.73;30908.12;3809.17;7055.91;3481.75;0;16561.29;191910.98;64550.44
T1_1803;T1;1803;CASTRO DAIRE;4107180.86;1899096;1210690.07;189647.57;18699.18;69594.23;59684.29;0;41669.87;332520.1;475227.12
T1_0804;T1;0804;CASTRO MARIM;1637615.78;852951;72788.17;248323.45;42619.63;128890.4;37613.5;0;39199.92;394571.54;68981.62
T1_0206;T1;0206;CASTRO VERDE;2696021.96;1358733;750948.79;129166.69;3505.9;61523.35;32680.26;22312.98;9144.2;338706.63;118466.85
T1_0903;T1;0903;CELORICO DA BEIRA;2417628.67;1326703;381968.56;190406.15;8758.77;25016.62;29977.28;0;126653.48;113157.36;405393.6
T1_0305;T1;0305;CELORICO DE BASTO;4036121.61;1807827;1024917.01;487557.39;218468.32;116209.17;64972.87;0;87907.03;428891.09;286929.12
T1_1407;T1;1407;CHAMUSCA;2987492.13;1684485;142601.43;119295.56;14389.78;56381.06;33784.69;9584.82;5155.21;168441.94;872668.2
T1_1703;T1;1703;CHAVES;8289881.54;3230169;1058371.18;873193;71932.55;380163.71;184435.54;0;236661.2;1808295.45;1319852.91
T1_1804;T1;1804;CINFÃES;3695269.77;1894626;266501.76;169349.06;13436.77;28575.91;63479.28;0;63857.1;80217.78;1284575.17
T1_0603;T1;0603;COIMBRA;19191114.52;4244478;725749.45;3571988.45;101328.37;1939726.59;718917.71;96089.42;715926.36;2377796.1;8271102.52
T1_0604;T1;0604;CONDEIXA-A-NOVA;2608786.2;1012026;11072.91;526206.61;46874.7;119944.31;74659.7;0;284727.9;826832.91;232647.77
T1_1408;T1;1408;CONSTÂNCIA;1960009.75;768283;649930.45;43932.66;6990.88;12361.71;17090.98;1200.41;6288.68;205011.11;292852.53
T1_1409;T1;1409;CORUCHE;4245939.74;2491089;477520.65;354202.21;34231.53;157109.43;76741.79;4934.08;81185.38;505440.17;417687.71
T1_4901;T1;4901;CORVO;728263.62;362211;156557.17;3053.99;1383.22;0;1465.9;0;204.87;3876.94;202564.52
T1_0503;T1;0503;COVILHÃ;9680207.23;3011378;1314102.63;4255461.58;108815.96;323882.44;204710.85;30701.85;3587350.48;822315.19;276949.83
T1_1206;T1;1206;CRATO;1625253.11;1273210;103531.87;19552.15;315.23;2422.68;5649.36;0;11164.88;99335.37;129623.72
T1_0207;T1;0207;CUBA;1503480.83;762612;184494.49;289892.34;4885.66;243692.35;14270.39;786.81;26257.13;171521.92;94960.08
T1_1207;T1;1207;ELVAS;5548185;1939383;866605.35;1059329.87;46690.11;855953.34;86166.5;14694.88;55825.04;1026385.32;656481.46
T1_1410;T1;1410;ENTRONCAMENTO;3108492.8;795859;856493.68;440008;94800.3;86086.34;95377.52;13148.73;150595.11;665167.15;350964.97
T1_0107;T1;0107;ESPINHO;5039197.79;1498929;87465.3;1150853.64;60508.74;179810.16;128536.22;26199.9;755798.62;968029.34;1333920.51
T1_0306;T1;0306;ESPOSENDE;3032918.21;1544131;34798.76;734280.24;99699.04;230406.7;180305.3;0;223869.2;91218.52;628489.69
T1_0108;T1;0108;ESTARREJA;4365347.59;1678197;1319324.08;419235.99;25625.28;77365.5;125456.79;21021.41;169767.01;354885.71;593704.81
T1_0704;T1;0704;ESTREMOZ;3799782.64;1683711;1340923.31;231644.91;20489.06;67730.95;52589.47;0;90835.43;462970.98;80532.44
T1_0705;T1;0705;ÉVORA;8934390.93;3227659;54622.57;1593524.1;124946.62;527156.44;274000.95;37938.59;629481.5;2033336.37;2025248.89
T1_0307;T1;0307;FAFE;6480136.26;2990619;620801.5;821432.16;120985.28;293006.31;213956.62;12806.92;180677.03;911331.34;1135952.26
T1_0805;T1;0805;FARO;5445036.09;1584426;299818.7;2003826.08;235614.68;681686.42;493095.53;107752.49;485676.96;482230.99;1074734.32
T1_1303;T1;1303;FELGUEIRAS;9589129.71;2631912;3013052.54;822543.19;105777.14;281557.09;247851.47;19177.89;168179.6;1847211.19;1274410.79
T1_0208;T1;0208;FERREIRA DO ALENTEJO;2295670.78;1544100;184586.16;159117.52;8392.1;26838.73;26707.36;33747.43;63431.9;156206.04;251661.06
T1_1411;T1;1411;FERREIRA DO ZÊZERE;1952453.58;1147123;504.24;172249.05;9615.04;58802.53;36762.09;0;67069.39;505811.24;126766.05
T1_0605;T1;0605;FIGUEIRA DA FOZ;5596745.77;2301557;395803.22;1433813.65;73335.75;366320.92;324548.69;276790.98;392817.31;1071759.55;393812.35
T1_0904;T1;0904;FIGUEIRA DE CASTELO RODRIGO;2377561.21;1599672;450242.99;51029.61;2840.8;34191.21;5199.93;0;8797.67;200037.93;76578.68
T1_1008;T1;1008;FIGUEIRÓ DOS VINHOS;1600368.87;1072155;90400.02;91747.26;10046.27;16154.9;23724.45;0;41821.64;250871.19;95195.4
T1_0905;T1;0905;FORNOS DE ALGODRES;1212813.03;981472;40977.93;78809.75;18504.7;18774.8;18939.18;519.74;22071.33;90722.17;20831.18
T1_0404;T1;0404;FREIXO DE ESPADA À CINTA;2333037.07;1136038;451019.12;30392.89;4377.9;8056.82;7115.4;0;10842.77;116404.63;599182.43
T1_1208;T1;1208;FRONTEIRA;1095377.78;800591;45675.86;56632.85;8368.65;29446.57;12097.19;3151.13;3569.31;133009.1;59468.97
T1_3103;T1;3103;FUNCHAL;18292035.19;3708153;0;4211280.22;670319.51;1290854.27;576590.15;0;1673516.29;6205559.64;4167042.33
T1_0504;T1;0504;FUNDÃO;7664093.23;2591505;424327.06;828383.86;49090.9;455787.39;116352.75;816.68;206336.14;1283514.52;2536362.79
T1_1209;T1;1209;GAVIÃO;1550428.62;954033;244267.28;57410.2;4831.41;20694.59;3972.63;0;27911.57;187152.1;107566.04
T1_0606;T1;0606;GÓIS;1759649.31;962158;301718.73;96016.98;12791.92;14071.3;12137.36;0;57016.4;128708.87;271046.73
T1_1412;T1;1412;GOLEGÃ;1728071.13;737001;243363.78;160931.39;10197.21;55877.67;20966.54;3127.6;70762.37;165934.3;420840.66
T1_1304;T1;1304;GONDOMAR;15454405.92;4384825;509383.05;2782148.95;429541.94;966756.71;648323.29;113586.55;623940.46;2710893.26;5067155.66
T1_0906;T1;0906;GOUVEIA;2622806.88;1636677;254697.67;132215.95;26841.13;12867.86;54385.42;865.79;37255.75;506206.15;93010.11
T1_1505;T1;1505;GRÂNDOLA;3606251.25;1551433;242565.5;960133.26;103662.81;581268.71;44963.07;7382.34;222856.33;504407.57;347711.92
T1_0907;T1;0907;GUARDA;7354629.74;3234450;228683.84;673821.49;92562.61;271530.66;206535.32;5194.8;97998.1;1990664.21;1227010.2
T1_0308;T1;0308;GUIMARÃES;16391149.82;5847255;2526729.2;3754040.18;420975.03;1189777.01;682879.72;62424.08;1397984.34;1873843.68;2389281.76
T1_4701;T1;4701;HORTA;2219559.84;1525172;110326.26;238306.89;21714.2;86255.01;78283.59;2974.19;49079.9;336273.06;9481.63
T1_0505;T1;0505;IDANHA-A-NOVA;3932284.78;2805453;247725.35;397528.04;8315.64;343073.46;17936.78;0;28202.16;312963.99;168614.4
T1_0110;T1;0110;ÍLHAVO;5316671.98;1376623;1270893.93;789509.4;107445.18;269962.05;224901.01;19475.53;167725.63;1165978.17;713667.48
T1_0806;T1;0806;LAGOA (ALGARVE);4888263.38;881972;149702.28;2727022.02;159707.02;2185354.56;165307.42;0;216653.02;982045.66;147521.42
T1_4201;T1;4201;LAGOA (SÃO MIGUEL);3216281.3;1125753;1950;348810.11;11959.97;232406.04;42378.21;17614.22;44451.67;424267.32;1315500.87
T1_0807;T1;0807;LAGOS;5989280.42;893935;44107.71;2656656.07;285556.15;1354770.46;183135.3;5014.33;828179.83;1701789.88;692791.76
T1_4801;T1;4801;LAJES DAS FLORES;792674.85;642106;51893.85;10659.16;680.95;4003.48;5164.52;0;810.21;28526.12;59489.72
T1_4601;T1;4601;LAJES DO PICO;1188100.73;941415;63999.53;41269.36;11807.95;6956.17;17871.53;0;4633.71;100783.32;40633.52
T1_1805;T1;1805;LAMEGO;6152546.77;1945698;1802849.27;452511.75;70597.52;160586.24;109933.76;0;111394.23;1085773.73;865714.02
T1_1009;T1;1009;LEIRIA;13163426.04;3976137;2092567.42;2559481.98;283287.62;777722.77;729796.23;58435.81;710239.55;1974076.99;2561162.65
T1_1106;T1;1106;LISBOA;80424400.37;14709193;0;47775974.41;2980082.66;17690839.78;3963784.4;9184494.8;13956772.77;12747372.24;5191860.72
T1_0808;T1;0808;LOULÉ;16144346.64;2301993;1924064.58;5448802.35;853808.61;2924626.96;520173.42;25623.94;1124569.42;1949716.96;4519769.75
T1_1107;T1;1107;LOURES;18275843.94;4842094;7894.62;4782425.3;498470.36;1365875.55;950382.98;787844.67;1179851.74;1569967.94;7073462.08
T1_1108;T1;1108;LOURINHÃ;4819737.72;1163091;359637.25;642346.54;113792.16;302743.47;123741.13;0;102069.78;1063376.52;1591286.41
T1_0607;T1;0607;LOUSÃ;2847814.65;1085976;221514.04;303312.39;35974.86;77310.45;72842.88;0;117184.2;599388.58;637623.64
T1_1305;T1;1305;LOUSADA;6759631.4;2269626;1573033.98;955885.22;77016.39;395616.19;177552.69;0;305699.95;1060021.79;901064.41
T1_1413;T1;1413;MAÇÃO;1994550.41;1516818;56819.2;35701.87;10952.03;0;15448.54;0;9301.3;277510.7;107700.64
T1_0405;T1;0405;MACEDO DE CAVALEIROS;4627043.52;2344249;186867.61;333374.96;17781.38;62819.54;50545.93;0;202228.11;525611.9;1236940.05
T1_3104;T1;3104;MACHICO;2256489.51;1454187;275173.43;243706.65;49751.63;46602.71;87595.65;0;59756.66;266253.13;17169.3
T1_4602;T1;4602;MADALENA;1271469.12;1002966;0;70577.11;6442.65;26740.64;25107.7;0;12286.12;128590.77;69335.24
T1_1109;T1;1109;MAFRA;8395278.82;1722540;51032.88;3428258.22;329246.09;1260717.28;409397.5;52888.24;1376009.11;1965761.07;1227686.65
T1_1306;T1;1306;MAIA;9855505.97;2927499;237420.97;3575844.59;687427.49;1556131.92;681397.7;140455.48;510432;1552242.57;1562498.84
T1_1806;T1;1806;MANGUALDE;3357225.47;1677180;257934.03;438872.83;22030.66;66358.47;87475.09;23175.21;239833.4;713220.86;270017.75
T1_0908;T1;0908;MANTEIGAS;1339403.04;878951;203500.97;28634.12;2574.39;6042.51;12434.08;0;7583.14;130986.24;97330.71
T1_1307;T1;1307;MARCO DE CANAVESES;5690466.97;3148218;686952.08;657670.75;80594.66;162557.37;218593.94;4552.94;191371.84;605056.93;592569.21
T1_1010;T1;1010;MARINHA GRANDE;3479667.08;1380741;395840.54;804139.92;86665.85;384979.57;210332.96;35173.39;86988.15;758164.55;140781.07
T1_1210;T1;1210;MARVÃO;1267421.36;833808;142976.74;54058.6;5581.98;26010.07;12341.11;125.18;10000.26;153682.36;82895.66
T1_1308;T1;1308;MATOSINHOS;21080716.13;3963429;3150890.83;5221642.12;458620.81;2404697.01;877341.36;340737.33;1140245.61;2154159.68;6590594.5
T1_0111;T1;0111;MEALHADA;3663990.92;1282410;0;304270.95;10809.76;124640.21;90650.05;9385.31;68785.62;1798194.62;279115.35
T1_0909;T1;0909;MEDA;3524814.22;1238679;1210554.03;209145.37;3138.23;12767.34;19051.93;0;174187.87;643711.36;222724.46
T1_1603;T1;1603;MELGAÇO;3777615.36;1523822;514779.72;100604.82;6573.21;11352.04;35140.79;0;47538.78;654885.34;983523.48
T1_0209;T1;0209;MÉRTOLA;3291691.51;2517207;336540.03;96328.3;3852.88;27368.51;22392.08;0;42714.83;260114.5;81501.68
T1_1704;T1;1704;MESÃO FRIO;1569065.14;748818;218864.38;53755.66;3647.18;13712.73;14026.77;0;22368.98;274752.81;272874.29
T1_0608;T1;0608;MIRA;2145970.74;1036656;127174.83;296280.62;17179.79;42527.94;63829.14;0;172743.75;410965.01;274894.28
T1_0609;T1;0609;MIRANDA DO CORVO;2136866.77;682976;525810.08;358721.31;30882.2;183856.9;58063.36;3312.18;82606.67;406094.66;163264.72
T1_0406;T1;0406;MIRANDA DO DOURO;2061936.54;1596945;192820.92;47290.97;406.22;15750.59;7750.67;0;23383.49;198627.62;26252.03
T1_0407;T1;0407;MIRANDELA;5064996.67;2334530;869770.28;438036.99;21018.63;170315.26;87654.43;0;159048.67;962685.54;459973.86
T1_0408;T1;0408;MOGADOURO;3382804.61;2145441;665897.24;106818.41;3101.88;13742.25;27454.19;0;62520.09;299129.6;165518.36
T1_1807;T1;1807;MOIMENTA DA BEIRA;2832048.1;1379244;333640.47;103221.3;9990.17;18805.52;39898.19;0;34527.42;332625.86;683316.47
T1_1506;T1;1506;MOITA;5923847.28;2549433;296807.12;1228282.98;232395.8;375921.17;247459.6;8620.44;363885.97;1699505.11;149819.07
T1_1604;T1;1604;MONÇÃO;3637782.77;1887348;261227.76;256375.36;26204.43;86461.57;91742.76;0;51966.6;322545.05;910286.6
T1_0809;T1;0809;MONCHIQUE;2293372.78;1543224;0;231853.15;14904.12;166853.82;19320.04;0;30775.17;113704.09;404591.54
T1_1705;T1;1705;MONDIM DE BASTO;2010263.18;1207002.88;361701.68;81405.53;9667.74;23661.29;25766.56;0;22309.94;81356.29;278796.8
T1_1211;T1;1211;MONFORTE;1212942.43;990237;60647.27;25707.18;1409.85;4378.48;6670.23;0;13248.62;78264.35;58086.63
T1_1706;T1;1706;MONTALEGRE;3947471.76;2431022;459600.8;155971.95;17390.19;46101.36;41272.04;0;51208.36;516518.59;384358.42
T1_0706;T1;0706;MONTEMOR-O-NOVO;3527348.23;2514717;7352.12;314700.46;27387.66;186865.23;69724.92;0;30722.65;591960.83;98617.82
T1_0610;T1;0610;MONTEMOR-O-VELHO;5325674.92;1664307;2195042.13;596345.25;78737.64;108514.6;105487.15;313.78;303292.08;421851.68;448128.86
T1_1507;T1;1507;MONTIJO;5964683.67;1438872;30491.36;2252982.54;151811.34;1251567.94;229537.02;13182.3;606883.94;603872.49;1638465.28
T1_0707;T1;0707;MORA;1485457.89;1090856;131350.62;110432.66;7208.81;63245.13;18521.73;1466.65;19990.34;88496.73;64321.88
T1_1808;T1;1808;MORTÁGUA;1921479.48;1272219;9335.24;174622.62;40260.75;33651.12;40157.48;291.39;60261.88;300932.82;164369.8
T1_0210;T1;0210;MOURA;3848347.61;2274075;727024.41;145245.05;14006.98;68271.53;49939.75;0;13026.79;176109.57;525893.58
T1_0708;T1;0708;MOURÃO;715807.08;559194;0;35244.2;5448.36;21968.41;5734.01;801.91;1291.51;41249.06;80119.82
T1_1707;T1;1707;MURÇA;1581555.69;1091365.29;146445.33;54565.6;4812.12;6571.24;18248.32;0;24933.92;132475.82;156703.65
T1_0112;T1;0112;MURTOSA;1987607.75;883938;672937.7;130138.06;23223.59;29579.43;54583.73;0;22751.31;252070.54;48523.45
T1_1011;T1;1011;NAZARÉ;2856950.5;836534;47232.59;502556.96;86775.81;211736.86;65513.4;0;138530.89;644040.81;826586.14
T1_1809;T1;1809;NELAS;2277699.45;1180398;275720.17;500028.62;20754.85;174736.45;56862.8;7670.6;240003.92;213880.81;107671.85
T1_1212;T1;1212;NISA;2497340.5;1584078;122815.01;333612.49;8365.33;290645.3;13780.51;5829.82;14991.53;310683.58;146151.42
T1_4202;T1;4202;NORDESTE;1195496.75;1042834;106725.69;33992.8;598.57;7930.34;10877.39;503.68;14082.82;2609.02;9335.24
T1_1012;T1;1012;ÓBIDOS;3140981.11;366368;64617.46;1617853.34;40920.14;531860.4;47525.3;0;997547.5;821299.36;270842.95
T1_0211;T1;0211;ODEMIRA;5920719.38;3421254;156981.53;998708.45;60091.41;694190.27;105900.58;474.99;138051.2;1082566.09;261209.31
T1_1116;T1;1116;ODIVELAS;10266439.38;3636589;12630.92;3265126.02;325244.72;1269585.16;593223.51;55417.67;1021654.96;1672222.6;1679870.84
T1_1110;T1;1110;OEIRAS;17706222.71;4193622;613323.96;7864967.03;673058.73;2404599.32;2233154.64;1579363.44;974790.9;3409143.61;1625166.11
T1_0506;T1;0506;OLEIROS;1980719.03;1488525;89725.07;46925.73;3462.83;17762.32;15055.07;0;10645.51;273385.39;82157.84
T1_0810;T1;0810;OLHÃO;4676708.81;1625731;318726.63;1172435.97;152106.12;617768.98;279736.83;0;122824.04;474161.94;1085653.27
T1_0113;T1;0113;OLIVEIRA DE AZEMÉIS;6714156.35;3033276;161079.92;1266434.91;124139.09;386006.67;314380.8;141524.58;300383.77;1505821.53;747543.99
T1_1810;T1;1810;OLIVEIRA DE FRADES;2886539.36;1083978;578195.19;253875.71;17793.13;116224.3;39374.66;20060.88;60422.74;141893.41;828597.05
T1_0114;T1;0114;OLIVEIRA DO BAIRRO;3892136.43;1591137;687140.21;577801.15;199631.99;169606.27;110917.08;8701.43;88944.38;627814.48;408243.59
T1_0611;T1;0611;OLIVEIRA DO HOSPITAL;3043936.17;1681227;434748.64;488230.18;26976.48;66355.35;81428.01;0;313470.34;275429.05;164301.3
T1_1421;T1;1421;OURÉM;6556250.76;2739978;252307.76;1385196.17;103271.56;358364.61;221858.35;68699.55;633002.1;779533.65;1399235.18
