ldk;codigoperiodo;codigoine;dscautarquia;receitastotais;transferenciasorcamentoestado;financiamentouniaoeuropeia;impostosmunicipais;imi;imt;iuc;derramairc;taxasmultasoutrosimpostos;vendabensservicos;outrasreceitas
T1_0601;T1;0601;ARGANIL;2805186.14;1581840;449157.08;208200.07;10389.39;109663.79;26517.87;0;61629.02;364754.69;201234.3
T1_1801;T1;1801;ARMAMAR;2703530.59;1150775;430472.24;154229.22;7428.04;78759.38;18832.84;88.82;49120.14;252728.47;715325.66
T1_0104;T1;0104;AROUCA;3153349.34;2121288;2524.97;285975.9;27324.54;151129.95;69388.44;1154.57;36978.4;437182.15;306378.32
T1_0702;T1;0702;ARRAIOLOS;2232877.1;1571985;209060;132611.07;24545.98;73936.24;21956.59;0;12172.26;228542.88;90678.15
T1_1202;T1;1202;ARRONCHES;1971425.43;990771;721909.36;19519.61;2824.53;5485.26;8508;0;2701.82;151728.77;87496.69
T1_1102;T1;1102;ARRUDA DOS VINHOS;3082749;888690;0;460430.55;14519.63;192853.5;59582.1;99809.67;93665.65;470484.42;1263144.03
T1_0105;T1;0105;AVEIRO;7577556.79;2216037;80156.27;3490679.4;179128.06;1874215.2;392275.45;208694.81;836365.88;1099643.08;691041.04
T1_1203;T1;1203;AVIS;2110111.4;1425627;393686.95;65637.46;2590.47;31945.45;14456.39;63;16582.15;159580;65579.99
T1_1103;T1;1103;AZAMBUJA;3046062.64;1291573;146064.09;434047.9;25647.09;177960.19;162543.49;0;67897.13;628374.66;546002.99
T1_1302;T1;1302;BAIÃO;3339002.01;1930584;148746.59;230397.72;10184.45;55328.85;54956.94;0;109927.48;336831.93;692441.77
T1_0302;T1;0302;BARCELOS;14926915.24;6095205;194162.05;2511464.64;166458.36;1061129;469704.42;2102.91;812069.95;1787593.33;4338490.22
T1_0204;T1;0204;BARRANCOS;942164.3;807117;41225.84;15472.86;40.94;5775.87;4463.94;0;5192.11;36175.31;42173.29
T1_1504;T1;1504;BARREIRO;7099981.24;2478990;8692.45;2213954.85;144590.26;654088.64;279812.41;20193.04;1115270.5;1898614.97;499728.97
T1_1004;T1;1004;BATALHA;2262441.17;1009739;482416.44;361813.03;10519.79;235916.95;75525.36;213.78;39637.15;258154.35;150318.35
T1_0205;T1;0205;BEJA;4863431.59;2715494;355321.03;851797.51;57804.91;516217.88;139111.79;34950.4;103712.53;760910.98;179908.07
T1_0501;T1;0501;BELMONTE;1341493;970659;0;87019.39;13274.35;19085.18;20734.94;0;33924.92;235600.42;48214.19
T1_1405;T1;1405;BENAVENTE;3755463.21;1113837;0;618702.37;111773.71;293233.92;120311.84;17530.46;75852.44;1084480.11;938443.73
T1_1005;T1;1005;BOMBARRAL;1979545.04;926599;0;290430.43;27260.29;119713.78;54704.42;0;88751.94;378875.11;383640.5
T1_0703;T1;0703;BORBA;1871513.92;923526;103155;96308.28;5210.58;29815.18;22936;0;38346.52;325878.94;422645.7
T1_1702;T1;1702;BOTICAS;2347133.68;1433747.84;419487.74;67022.51;1651.38;14583.4;17346.82;0;33440.91;237657.08;189218.51
T1_0303;T1;0303;BRAGA;19106312.16;5452254;955705.22;4526523.81;407736.91;1823507.59;751032.64;92541.28;1451705.39;1143168.86;7028660.27
T1_0402;T1;0402;BRAGANÇA;8157222.98;3561009;686643.18;670218.72;62781.96;212387.73;139303.86;0;255745.17;2406590.63;832761.45
T1_0304;T1;0304;CABECEIRAS DE BASTO;3617921.73;1723260;509772.34;285724.55;17215.78;92014.98;51578.74;0;124915.05;190294.51;908870.33
T1_1104;T1;1104;CADAVAL;2372745.91;1184516;275850.88;240999.28;18119.64;101368.93;50542.53;0;70968.18;416147.83;255231.92
T1_1006;T1;1006;CALDAS DA RAINHA;4307474.73;1721631;30525.9;1462434.48;118516.25;825861.36;220563.59;21592.42;275900.86;595754.72;497128.63
T1_3101;T1;3101;CALHETA (MADEIRA);2240494.82;1563756;0;183556.14;21296.78;91459.89;40827.06;0;29972.41;159067.46;334115.22
T1_4501;T1;4501;CALHETA (SÃO JORGE);1017284.32;881784;0;31946;2146.83;12542.92;13533.53;0;3722.72;99385.83;4168.49
T1_3102;T1;3102;CÂMARA DE LOBOS;3473893.45;1841715;393457;400086.25;52008.63;96654.04;90985.73;0;160437.85;662370.82;176264.38
T1_1602;T1;1602;CAMINHA;2955328.21;1581405;94662.44;323202.13;34861.16;150035.81;82994.13;83.78;55227.25;770730.85;185327.79
T1_1204;T1;1204;CAMPO MAIOR;1819427.35;1096515;134039.62;142532.37;39126.37;39827.18;21844.85;0;41733.97;301254.66;145085.7
T1_0602;T1;0602;CANTANHEDE;5334577.11;2313516;0;730430.25;30891.18;219342.73;140066.64;0;340129.7;287669.21;2002961.65
T1_0403;T1;0403;CARRAZEDA DE ANSIÃES;1999726.76;1517466;0;55883.27;3250.03;22589.63;17308.67;0;12734.94;125232.41;301145.08
T1_1802;T1;1802;CARREGAL DO SAL;1339773.99;1006818;0;172953.45;4739.81;64732.8;32422.21;0;71058.63;39290.73;120711.81
T1_1406;T1;1406;CARTAXO;3801229.58;1182324;0;471287.55;61462.6;187008.79;99638.66;1149.43;122028.07;1151977.54;995640.49
T1_1105;T1;1105;CASCAIS;40579899.01;4787183;726.7;16690670.58;916859.93;11596584.31;1117860.68;0;3059365.66;3959772.57;15141546.16
T1_1007;T1;1007;CASTANHEIRA DE PÊRA;1301373.73;765339;176788.5;70000.2;3865.83;9593.11;9841.21;0;46700.05;42200.91;247045.12
T1_0502;T1;0502;CASTELO BRANCO;7145169.98;4133202;304971.18;877109.05;83616.38;394332.86;205546.24;0;193613.57;1125565.53;704322.22
T1_0106;T1;0106;CASTELO DE PAIVA;7967533.57;1421826;0;177921.06;6010.87;53362.66;45752.35;0;72795.18;251167.41;6116619.1
T1_1205;T1;1205;CASTELO DE VIDE;1429028.86;995697;130608.33;88957.11;2435.84;52691.73;10778.61;0;23050.93;156811.37;56955.05
T1_1803;T1;1803;CASTRO DAIRE;3414543.3;1999053;76438.2;134870.12;6983.67;30144.91;48512.01;0;49229.53;517817.27;686364.71
T1_0804;T1;0804;CASTRO MARIM;2129639.28;598570;70488;986513.45;26562.53;884297.98;24123.9;0;51529.04;402987.53;71080.3
T1_0206;T1;0206;CASTRO VERDE;2233901.61;1422965;195836.83;88062.77;2972.77;36597.9;27533.04;3879.04;17080.02;310209.94;216827.07
T1_0903;T1;0903;CELORICO DA BEIRA;1973190.98;1353934.06;0;199013.48;7453.01;27207.01;27810.08;0;136543.38;122214.64;298028.8
T1_0305;T1;0305;CELORICO DE BASTO;11734345.32;1901795;2009858.59;448006.6;20239.25;303386.88;53125.12;0;71255.35;453182.78;6921502.35
T1_1407;T1;1407;CHAMUSCA;2872717.3;1602777;0;235484.07;28859.1;153744.92;47125.69;0;5754.36;191362.29;843093.94
T1_1703;T1;1703;CHAVES;8068362;3400155;1158870.79;636645.29;40082.75;313312.83;157705.52;0;125544.19;1544711.19;1327979.73
T1_1804;T1;1804;CINFÃES;3250215.63;1996167;6557.29;102849.76;1192.35;22503.35;14534.92;0;64619.14;62862.24;1081779.34
T1_0603;T1;0603;COIMBRA;16789262.4;4404627;981727.12;5993656.82;626543.16;3027641.6;634177.34;125970.9;1579323.82;1286007.27;4123244.19
T1_0604;T1;0604;CONDEIXA-A-NOVA;2417157.94;1065279;34340.99;280424.61;16432.46;156459.3;62220.17;0;45312.68;864181.87;172931.47
T1_1408;T1;1408;CONSTÂNCIA;1480266.29;819579;165083.34;178345.62;2196.58;156434.19;15329.2;0;4385.65;245214.65;72043.68
T1_1409;T1;1409;CORUCHE;4602817.5;2613966;377546.16;456888.52;30014.69;297361.65;65736.8;766.6;63008.78;445749.56;708667.26
T1_4901;T1;4901;CORVO;708498.44;376841;308824.54;5720.6;3.66;4096.99;1244.51;0;375.44;5704.31;11407.99
T1_0503;T1;0503;COVILHÃ;6681831.39;3169818;33957.62;1431152.5;60941.21;389696.9;178443.42;13923.08;788147.89;637747.55;1409155.72
T1_1206;T1;1206;CRATO;1626411.05;1237299;0;185139.67;5400.14;161038.4;11558.11;0;7143.02;98650.43;105321.95
T1_0207;T1;0207;CUBA;1309283.27;792324;2242.43;111582.92;5063.58;67721.85;13350.22;225;25222.27;125478.7;277655.22
T1_1207;T1;1207;ELVAS;4819992.03;2047104;1077125.78;530934.37;30475.67;371857.26;78016.56;6302.32;44282.56;645567.69;519260.19
T1_1410;T1;1410;ENTRONCAMENTO;2497457.77;837708;0;567850.76;21009.69;244719.97;81895.45;682.75;219542.9;598904.44;492994.57
T1_0107;T1;0107;ESPINHO;4933530.45;1438320;8737.44;900097.43;68957.49;187027.72;114075.73;3341.83;526694.66;739619.99;1846755.59
T1_0306;T1;0306;ESPOSENDE;4644005.5;1579684.83;6529.03;958043.63;110704.68;461437.42;150496.36;0;235405.17;859638.57;1240109.44
T1_0108;T1;0108;ESTARREJA;3629919.79;1826313;0;446686.42;28614.54;137279.48;109077.75;1429.6;170285.05;825606.92;531313.45
T1_0704;T1;0704;ESTREMOZ;3398444.96;1773303;770776.97;329576.44;10866.92;190363.67;47163.46;0;81182.39;394771.9;130016.65
T1_0705;T1;0705;ÉVORA;8673039.56;3476397;162365.27;1605066.21;111154.4;515480.31;252774.25;60825.83;664831.42;1490080.95;1939130.13
T1_0307;T1;0307;FAFE;5824842.66;3155537;141998.15;701392.5;64788.59;306822.27;115412.83;835.56;213533.25;766292.6;1059622.41
T1_0805;T1;0805;FARO;7195583.09;1676640;19444.47;2061053.7;158251.41;944274.93;417039.58;129695.84;411791.94;2311615.77;1126829.15
T1_1303;T1;1303;FELGUEIRAS;7680056.42;2770287;1932138.31;1004040.31;75015.96;494674.23;206646.04;0;227704.08;1019869.61;953721.19
T1_0208;T1;0208;FERREIRA DO ALENTEJO;2413501.73;1625394;0;230694.33;8595.14;93808.82;25459.16;23590.57;79240.64;342999.27;214414.13
T1_1411;T1;1411;FERREIRA DO ZÊZERE;3283457.42;1207717;1195020.7;153128.73;10771.57;60399.01;31441.2;0;50516.95;439447.23;288143.76
T1_0605;T1;0605;FIGUEIRA DA FOZ;6257659.72;2453661;30618.97;1330828.24;53616.57;544211.76;273987.12;0;459012.79;1425693.81;1016857.7
T1_0904;T1;0904;FIGUEIRA DE CASTELO RODRIGO;1886328.55;1684845;0;26305.97;768.58;9271.27;5352.73;0;10913.39;139595.57;35582.01
T1_1008;T1;1008;FIGUEIRÓ DOS VINHOS;1403497.75;1125539;0;129911.62;6864.88;81509.24;21287.15;0;20250.35;75896.73;72150.4
T1_0905;T1;0905;FORNOS DE ALGODRES;1427209.52;1036860;148958.43;64165.52;2753.3;18253.61;15193.51;0;27965.1;98506.01;78719.56
T1_0404;T1;0404;FREIXO DE ESPADA À CINTA;2538680.38;1223524;34573.6;32455.34;964.79;9042.46;8125.25;0;14322.84;89042.56;1159084.88
T1_1208;T1;1208;FRONTEIRA;1917916.28;777753;938656.2;40365.97;1162.49;20596.19;10823.8;98.87;7684.62;124132.09;37009.02
T1_3103;T1;3103;FUNCHAL;16328742.39;2612013;100310.7;4578284.3;382014.42;1848197.71;504644.98;0;1843427.19;4747270.6;4290863.79
T1_0504;T1;0504;FUNDÃO;7506235.26;2648827.02;215529.92;615942.92;22491.92;345419.07;98797.97;0;149233.96;1331562.4;2694373
T1_1209;T1;1209;GAVIÃO;1858161.2;1025367;64728.41;31117.22;0;8918.54;3521.16;0;18677.52;645384.98;91563.59
T1_0606;T1;0606;GÓIS;1730569.89;1144902;0;99296.53;5734.02;26108.04;12644.29;0;54810.18;336969.56;149401.8
T1_1412;T1;1412;GOLEGÃ;1397099.65;775797.75;0;164857.64;5382.55;64961.98;17428.61;0;77084.5;168722.38;287721.88
T1_1304;T1;1304;GONDOMAR;20804465.36;4588755;2849787.73;2884714.12;253547.98;1208854.88;565577.33;13179.73;843554.2;2708912.73;7772295.78
T1_0906;T1;0906;GOUVEIA;2802238.38;1722828;112010.76;275987.26;10210.25;176665.68;49703.39;402.83;39005.11;448851.87;242560.49
T1_1505;T1;1505;GRÂNDOLA;4046483.2;1715278;599143.57;707591.86;29696.76;344230.47;37236.97;0;296427.66;417178.75;607291.02
T1_0907;T1;0907;GUARDA;7516037.55;3404649;1532753.25;621675.19;77147.61;259213.35;173824.43;8433.31;103056.49;1432519.39;524440.72
T1_0308;T1;0308;GUIMARÃES;19224952.79;6154671;2242144.69;3062221.24;429789.54;1068407.38;589054.16;0;974970.16;2119838.78;5646077.08
T1_4701;T1;4701;HORTA;1950941.01;1306767;20424.04;274623.88;10621.54;139191.95;65078.65;0;59731.74;347618.5;1507.59
T1_0505;T1;0505;IDANHA-A-NOVA;3790944.1;2895445;158616.7;224150.64;9505.42;176923.05;15648.9;0;22073.27;403245.89;109485.87
T1_0110;T1;0110;ÍLHAVO;4964322.31;1409011;455313.04;958621.12;68801.59;495828.02;199434.75;2716.99;191839.77;1399767.82;741609.33
T1_0806;T1;0806;LAGOA (ALGARVE);3874975.35;1056271;48527.71;1596156.23;106889.7;1014371.41;147104.71;0;327790.41;1012970.83;161049.58
T1_4201;T1;4201;LAGOA (SÃO MIGUEL);4423633.5;1119573;480980.86;357001.97;22684.16;212889.41;38614.73;57;82756.67;426048.54;2040029.13
T1_0807;T1;0807;LAGOS;6983270.35;866442;0;2255736.48;204143.26;1273095.22;164290.11;0;614207.89;2743918.9;1117172.97
T1_4801;T1;4801;LAJES DAS FLORES;848397.04;683225;0;19389.4;194.23;6301.92;4097.36;0;8795.89;40905.22;104877.42
T1_4601;T1;4601;LAJES DO PICO;1069430.61;973584;0;35205.34;2087.65;15800.81;13881.95;0;3434.93;59624.8;1016.47
T1_1805;T1;1805;LAMEGO;7768298.8;2048073;3248152.94;548918.93;37028.25;118660.36;101266.46;0;291963.86;1174733.96;748419.97
T1_1009;T1;1009;LEIRIA;11014503.89;4209945;1164687.91;2992928.94;212327.28;1362776.77;599819.32;73619.3;744386.27;1183678.94;1463263.1
T1_1106;T1;1106;LISBOA;101481371;15496897;0;64834185.44;2053967.18;32627890.88;3404370.04;0;26747957.34;13325561.61;7824726.94
T1_0808;T1;0808;LOULÉ;16725047.35;2139349;563975.99;7326497.7;386374.19;5441580.96;436445.1;0;1062097.45;1918160.79;4777063.87
T1_1107;T1;1107;LOURES;16497547.91;5140647;0;5602964.84;480336.19;3240544.5;844587.05;7506.83;1029990.27;794716.61;4959219.46
T1_1108;T1;1108;LOURINHÃ;6638746.4;1118399;1551355.41;776005.1;138581.39;378816.8;109682.18;261.31;148663.42;1093506.18;2099480.71
T1_0607;T1;0607;LOUSÃ;2928578.43;1143114;109036.69;391317.42;30930.22;158644.72;63620.67;0;138121.81;557794.95;727315.37
T1_1305;T1;1305;LOUSADA;7067322.85;2388975;880977.42;1217916.04;76954.61;703124.68;153176.95;0;284659.8;1058607.06;1520847.33
T1_1413;T1;1413;MAÇÃO;2129364.43;1596672;117580.66;48455.6;13953.03;0;20346.21;0;14156.36;236941.73;129714.44
T1_0405;T1;0405;MACEDO DE CAVALEIROS;4698615.59;2276808;132160.28;418762.54;101938.09;69555.31;45881.17;0;201387.97;522379.6;1348505.17
T1_3104;T1;3104;MACHICO;4567242.5;1452681;83826.11;319085.58;32442.98;78588.65;78390.12;0;129663.83;549466.79;2162183.02
T1_4602;T1;4602;MADALENA;1716134.15;1029960;459657.35;86193.51;5527.7;49996.73;22611.66;0;8057.42;139545.85;777.44
T1_1109;T1;1109;MAFRA;10372753.52;1813056;511405.18;3015087.92;295648;1235142.12;333277.23;108719.48;1042301.09;2711964.1;2321240.32
T1_1306;T1;1306;MAIA;10162308.16;3081297.9;1329643.46;3528393.17;368481.2;1374221.61;576211.48;0;1209478.88;1532527.69;690445.94
T1_1806;T1;1806;MANGUALDE;3584050.39;1767411;14487.61;433156.96;19013.31;112533.94;77408.85;1346.44;222854.42;783728.22;585266.6
T1_0908;T1;0908;MANTEIGAS;1223235.58;926420;88526.82;48233.97;785.04;27394.62;7995.58;0;12058.73;103934.11;56120.68
T1_1307;T1;1307;MARCO DE CANAVESES;5562981.36;3676705;78761.66;796332.82;62975.85;315399.59;196585.56;4961.72;216410.1;290374.45;720807.43
T1_1010;T1;1010;MARINHA GRANDE;3672629.44;1460238;0;824656.73;34127.28;509860.92;179394.18;0;101274.35;1123980.48;263754.23
T1_1210;T1;1210;MARVÃO;1218508.03;877707;122009.91;16275.17;947.71;4431.67;2640.46;0;8255.33;165225.52;37290.43
T1_1308;T1;1308;MATOSINHOS;23898502.05;4171668;5908507.93;7266501.04;204560.02;3110516.94;774154.57;0;3177269.51;1748169.32;4803655.76
T1_0111;T1;0111;MEALHADA;3015453.08;1353675;0;287640.14;19497.37;81411.78;81965.37;0;104765.62;748863.7;625274.24
T1_0909;T1;0909;MEDA;1870588.67;1303893;0;64701.11;5850.85;31001.72;16032.92;0;11815.62;134328;367666.56
T1_1603;T1;1603;MELGAÇO;3784392.81;1601555.39;1143386.55;104427.26;13769.9;18932.59;31229.23;0;40495.54;677105.19;257918.42
T1_0209;T1;0209;MÉRTOLA;3370989.11;2649746.25;60297.35;145441.98;6291.4;81274.74;19504.34;0;38371.5;268464.66;247038.87
T1_1704;T1;1704;MESÃO FRIO;1312134.7;713562;140785.53;128851.24;2933.89;89178.67;12853.89;0;23884.79;182960.37;145975.56
T1_0608;T1;0608;MIRA;2051674.24;1091211;13938.28;317089.11;21865.61;35177.97;60782.29;0;199263.24;293782.19;335653.66
T1_0609;T1;0609;MIRANDA DO CORVO;2141325.31;1074813;186984.54;260170.14;13971.57;116784.41;40790.09;1089.85;87534.22;331377.61;287980.02
T1_0406;T1;0406;MIRANDA DO DOURO;2460569.42;1683930;565369.35;57596.84;4050.22;29839.2;15047.57;0;8659.85;89099.09;64574.14
T1_0407;T1;0407;MIRANDELA;4249617.36;2495483;107221.67;377909.84;9713.79;216009.53;77603.53;0;74582.99;774822.51;494180.34
T1_0408;T1;0408;MOGADOURO;2866591.31;2258400;71350.24;184269.59;3240.78;106313.01;24576;0;50139.8;226274.96;126296.52
T1_1807;T1;1807;MOIMENTA DA BEIRA;2401006.45;1451838;90882.78;139758.5;13311.45;53562.48;34315.6;0;38568.97;319768.52;398758.65
T1_1506;T1;1506;MOITA;6719039.97;2651742.29;121699.62;1459980.05;162287.34;617725.1;217983.72;1426.27;460557.62;1794977.06;690640.95
T1_1604;T1;1604;MONÇÃO;4573056.2;1986687;462323.19;270355.12;18020.3;88904.47;78339.51;0;85090.84;484973.38;1368717.51
T1_0809;T1;0809;MONCHIQUE;1997891.32;1624479;11666.65;128886.96;10742.48;96184.96;17245.38;0;4714.14;116624;116234.71
T1_1705;T1;1705;MONDIM DE BASTO;1678426.37;1324822;0;107002.28;9795.8;37942.5;21668.36;0;37595.62;69835.13;176766.96
T1_1211;T1;1211;MONFORTE;1163608.78;1042371;0;25851.53;1161.95;7336.44;6210.22;0;11142.92;75220.73;20165.52
T1_1706;T1;1706;MONTALEGRE;3866045.75;2555322;143185.37;115386.65;13923.13;32327.74;35258.07;175.51;33702.2;499260.04;552891.69
T1_0706;T1;0706;MONTEMOR-O-NOVO;3718163.56;2647104;38569.06;242741.65;15959.37;127033.58;63023.38;206.09;36519.23;685658.11;104090.74
T1_0610;T1;0610;MONTEMOR-O-VELHO;4670575.7;1750272;11453.19;410221.36;54407.95;100062.98;88371.72;0;167378.71;402632.77;2095996.38
T1_1507;T1;1507;MONTIJO;5225411.25;1514502;0;2158440.23;167898.34;1076931.15;205228.04;0;708382.7;696836.15;855632.87
T1_0707;T1;0707;MORA;1539519.96;1152432;7840;79573.29;3794.94;42477.38;16282.51;0;17018.46;266506.72;33167.95
T1_1808;T1;1808;MORTÁGUA;3951933.29;1342005;1792367.82;184119.05;25491.93;61543.92;34012.07;923.32;62147.81;439908.82;193532.6
T1_0210;T1;0210;MOURA;2971977.57;2492729;14662.49;143023.05;7670.01;63509.56;47093.88;2669.44;22080.16;235917.56;85645.47
T1_0708;T1;0708;MOURÃO;1031816.88;797136;0;39855.47;720.99;28699.93;7912.02;0;2522.53;76093.72;118731.69
T1_1707;T1;1707;MURÇA;2005653.27;1035016.33;609502.41;63839.23;1701.01;18756.56;11427.5;0;31954.16;123382.53;173912.77
T1_0112;T1;0112;MURTOSA;1398936.19;930450;13896;164235.01;14734.11;40590.52;48800.58;0;60109.8;266028.79;24326.39
T1_1011;T1;1011;NAZARÉ;3323033.98;658931;213400.24;601380.03;73916;351111.96;37857.55;0;138494.52;962528.26;886794.45
T1_1809;T1;1809;NELAS;1973879.12;1217124;21143.01;388490.46;26447.47;66638.75;49259.2;0;246145.04;214468.85;132652.8
T1_1212;T1;1212;NISA;3340769.18;1705248;412353.19;251189.69;7303.76;203769.38;19691.92;0;20424.63;235728.92;736249.38
T1_4202;T1;4202;NORDESTE;1194048.22;1085080;22144.4;24923.06;507.83;10579.34;9715.62;0;4120.27;2632.59;59268.17
T1_1012;T1;1012;ÓBIDOS;2424838.89;588108;342853.71;453791.72;54082.69;293896.97;52982.38;0;52829.68;634688.1;405397.36
T1_0211;T1;0211;ODEMIRA;7248866.03;3568470;1289569;650703.04;40339.93;406108.24;88956.3;1974.46;113324.11;1205499.44;534624.55
T1_1116;T1;1116;ODIVELAS;12326701.39;3829237;738463.7;4318805;332430.89;1789910.07;520751.47;115576.8;1560135.77;268398.12;3171797.57
T1_1110;T1;1110;OEIRAS;17407137.36;4161378;0;9807820.42;508014.18;3103754.77;2066430.53;1221494.07;2908126.87;1605825.09;1832113.85
T1_0506;T1;0506;OLEIROS;2206193.25;1569564;367262.39;40313.2;0;25640.44;8571.58;0;6101.18;197241.07;31812.59
T1_0810;T1;0810;OLHÃO;5714823.19;1723284;351870.36;1289394.94;87760.96;612730.8;241970.97;0;346932.21;1389422.94;960850.95
T1_0113;T1;0113;OLIVEIRA DE AZEMÉIS;6314111.59;3192804;4116.69;1035970.65;83362.03;496537.81;274246.3;0;181824.51;1438212.15;643008.1
T1_1810;T1;1810;OLIVEIRA DE FRADES;2223071.35;1141029;28818.92;388688.52;8621.24;119347.24;35050.55;155673.57;69995.92;218468.42;446066.49
T1_0114;T1;0114;OLIVEIRA DO BAIRRO;3826263.98;1674873;499067.21;510147.08;51543.3;267602.49;98217.26;240.21;92543.82;567140.04;575036.65
T1_0611;T1;0611;OLIVEIRA DO HOSPITAL;2880746.03;1769691;6913.23;464881.68;14140.07;133163.36;46861.86;0;270716.39;427621.01;211639.11
T1_1421;T1;1421;OURÉM;7840638.43;2802580;687885.24;1040792.06;107831.78;301328.92;186335.91;1960.42;443335.03;441567.6;2867813.53
T1_0212;T1;0212;OURIQUE;2248951.72;1573914;146888.82;74616.75;7820.91;43284.43;18257.29;0;5254.12;103872.1;349660.05
T1_0115;T1;0115;OVAR;6517564.39;1826088;77949.57;1006018.6;88274.24;543309.2;207627.15;0;166808.01;3190314.74;417193.48
